#序号,任务名称,npcId,对话npc,任务提示,背景描述,奖励描述,任务类型名称,任务类型（主线任务1）,能否放弃,接受和完成任务接听（1：接受新任务  2：完成任务）,任务跟踪完成信息XML,任务跟踪完成信息普通文本,寻路链接参数（根据不同协议，提供不同超链接给显示内容）
TaskId_kn,TaskName_s,NpcIds_s,NpcNames_s,TaskTips_s,TaskBackground_s,TaskPrize_s,TaskTypeName_s,TaskType_n,Cancel_n,Listen_t1,TraceXMLContent_s,TraceContent_s,FindLink_t
3021,乌鸡国4-6,10001,桤木西,乌鸡国4-6,乌鸡国4-6,,主线,1,,,乌鸡国4-6#lime（已完成),与%s对话,
3023,乌鸡国4-9,10001,桤木西,乌鸡国4-9,乌鸡国4-9,,主线,1,,,乌鸡国4-9#lime（已完成),与%s对话,
3025,乌鸡国5-3,10001,桤木西,乌鸡国5-3,乌鸡国5-3,,主线,1,,,乌鸡国5-3#lime（已完成),与%s对话,
3027,乌鸡国5-6,10001,桤木西,乌鸡国5-6,乌鸡国5-6,,主线,1,,,乌鸡国5-6#lime（已完成),与%s对话,
3029,乌鸡国5-9,10001,桤木西,乌鸡国5-9,乌鸡国5-9,,主线,1,,,乌鸡国5-9#lime（已完成),与%s对话,
3031,乌鸡国6-3,10001,桤木西,乌鸡国6-3,乌鸡国6-3,,主线,1,,,乌鸡国6-3#lime（已完成),与%s对话,
3033,乌鸡国6-6,10001,桤木西,乌鸡国6-6,乌鸡国6-6,,主线,1,,,乌鸡国6-6#lime（已完成),与%s对话,
3035,乌鸡国6-9,10001,桤木西,乌鸡国6-9,乌鸡国6-9,,主线,1,,,乌鸡国6-9#lime（已完成),与%s对话,
3037,乌鸡国7-3,10001,桤木西,乌鸡国7-3,乌鸡国7-3,,主线,1,,,乌鸡国7-3#lime（已完成),与%s对话,
3039,乌鸡国7-6,10001,桤木西,乌鸡国7-6,乌鸡国7-6,,主线,1,,,乌鸡国7-6#lime（已完成),与%s对话,
3041,乌鸡国7-9,10001,桤木西,乌鸡国7-9,乌鸡国7-9,,主线,1,,,乌鸡国7-9#lime（已完成),与%s对话,
3043,乌鸡国8-3,10001,桤木西,乌鸡国8-3,乌鸡国8-3,,主线,1,,,乌鸡国8-3#lime（已完成),与%s对话,
3045,乌鸡国8-6,10001,桤木西,乌鸡国8-6,乌鸡国8-6,,主线,1,,,乌鸡国8-6#lime（已完成),与%s对话,
3047,乌鸡国8-9,10001,桤木西,乌鸡国8-9,乌鸡国8-9,,主线,1,,,乌鸡国8-9#lime（已完成),与%s对话,
3049,乌鸡国9-3,10001,桤木西,乌鸡国9-3,乌鸡国9-3,,主线,1,,,乌鸡国9-3#lime（已完成),与%s对话,
3051,乌鸡国9-6,10001,桤木西,乌鸡国9-6,乌鸡国9-6,,主线,1,,,乌鸡国9-6#lime（已完成),与%s对话,
3053,乌鸡国9-9,10001,桤木西,乌鸡国9-9,乌鸡国9-9,,主线,1,,,乌鸡国9-9#lime（已完成),与%s对话,
3055,乌鸡国10-3,10001,桤木西,乌鸡国10-3,乌鸡国10-3,,主线,1,,,乌鸡国10-3#lime（已完成),与%s对话,
3057,乌鸡国10-6,10001,桤木西,乌鸡国10-6,乌鸡国10-6,,主线,1,,,乌鸡国10-6#lime（已完成),与%s对话,
3059,乌鸡国10-10,10001,桤木西,乌鸡国10-10,乌鸡国10-10,,主线,1,,,乌鸡国10-10#lime（已完成),与%s对话,
3061,前往火云洞,10001,桤木西,前往火云洞,前往火云洞,,主线,1,,,前往火云洞#lime（已完成),与%s对话,
3063,火云洞1-3,10001,桤木西,火云洞1-3,火云洞1-3,,主线,1,,,火云洞1-3#lime（已完成),与%s对话,
3065,火云洞1-6,10001,桤木西,火云洞1-6,火云洞1-6,,主线,1,,,火云洞1-6#lime（已完成),与%s对话,
3067,火云洞1-9,10001,桤木西,火云洞1-9,火云洞1-9,,主线,1,,,火云洞1-9#lime（已完成),与%s对话,
3069,火云洞2-3,10001,桤木西,火云洞2-3,火云洞2-3,,主线,1,,,火云洞2-3#lime（已完成),与%s对话,
3071,火云洞2-6,10001,桤木西,火云洞2-6,火云洞2-6,,主线,1,,,火云洞2-6#lime（已完成),与%s对话,
3073,火云洞2-9,10001,桤木西,火云洞2-9,火云洞2-9,,主线,1,,,火云洞2-9#lime（已完成),与%s对话,
3075,火云洞3-3,10001,桤木西,火云洞3-3,火云洞3-3,,主线,1,,,火云洞3-3#lime（已完成),与%s对话,
3077,火云洞3-6,10001,桤木西,火云洞3-6,火云洞3-6,,主线,1,,,火云洞3-6#lime（已完成),与%s对话,
3079,火云洞3-9,10001,桤木西,火云洞3-9,火云洞3-9,,主线,1,,,火云洞3-9#lime（已完成),与%s对话,
3081,火云洞4-3,10001,桤木西,火云洞4-3,火云洞4-3,,主线,1,,,火云洞4-3#lime（已完成),与%s对话,
3083,火云洞4-6,10001,桤木西,火云洞4-6,火云洞4-6,,主线,1,,,火云洞4-6#lime（已完成),与%s对话,
3085,火云洞4-9,10001,桤木西,火云洞4-9,火云洞4-9,,主线,1,,,火云洞4-9#lime（已完成),与%s对话,
3087,火云洞5-3,10001,桤木西,火云洞5-3,火云洞5-3,,主线,1,,,火云洞5-3#lime（已完成),与%s对话,
3089,火云洞5-6,10001,桤木西,火云洞5-6,火云洞5-6,,主线,1,,,火云洞5-6#lime（已完成),与%s对话,
3091,火云洞5-9,10001,桤木西,火云洞5-9,火云洞5-9,,主线,1,,,火云洞5-9#lime（已完成),与%s对话,
3093,火云洞6-3,10001,桤木西,火云洞6-3,火云洞6-3,,主线,1,,,火云洞6-3#lime（已完成),与%s对话,
3095,火云洞6-6,10001,桤木西,火云洞6-6,火云洞6-6,,主线,1,,,火云洞6-6#lime（已完成),与%s对话,
3097,火云洞6-9,10001,桤木西,火云洞6-9,火云洞6-9,,主线,1,,,火云洞6-9#lime（已完成),与%s对话,
3099,火云洞7-3,10001,桤木西,火云洞7-3,火云洞7-3,,主线,1,,,火云洞7-3#lime（已完成),与%s对话,
3101,火云洞7-6,10001,桤木西,火云洞7-6,火云洞7-6,,主线,1,,,火云洞7-6#lime（已完成),与%s对话,
3103,火云洞7-9,10001,桤木西,火云洞7-9,火云洞7-9,,主线,1,,,火云洞7-9#lime（已完成),与%s对话,
3105,火云洞8-3,10001,桤木西,火云洞8-3,火云洞8-3,,主线,1,,,火云洞8-3#lime（已完成),与%s对话,
3107,火云洞8-6,10001,桤木西,火云洞8-6,火云洞8-6,,主线,1,,,火云洞8-6#lime（已完成),与%s对话,
3109,火云洞8-9,10001,桤木西,火云洞8-9,火云洞8-9,,主线,1,,,火云洞8-9#lime（已完成),与%s对话,
3111,火云洞9-3,10001,桤木西,火云洞9-3,火云洞9-3,,主线,1,,,火云洞9-3#lime（已完成),与%s对话,
3113,火云洞9-6,10001,桤木西,火云洞9-6,火云洞9-6,,主线,1,,,火云洞9-6#lime（已完成),与%s对话,
3115,火云洞9-9,10001,桤木西,火云洞9-9,火云洞9-9,,主线,1,,,火云洞9-9#lime（已完成),与%s对话,
3117,火云洞10-3,10001,桤木西,火云洞10-3,火云洞10-3,,主线,1,,,火云洞10-3#lime（已完成),与%s对话,
3119,火云洞10-6,10001,桤木西,火云洞10-6,火云洞10-6,,主线,1,,,火云洞10-6#lime（已完成),与%s对话,
3121,火云洞10-9,10001,桤木西,火云洞10-9,火云洞10-9,,主线,1,,,火云洞10-9#lime（已完成),与%s对话,
3123,火云洞11-3,10001,桤木西,火云洞11-3,火云洞11-3,,主线,1,,,火云洞11-3#lime（已完成),与%s对话,
3125,火云洞11-6,10001,桤木西,火云洞11-6,火云洞11-6,,主线,1,,,火云洞11-6#lime（已完成),与%s对话,
3127,火云洞11-13,10001,桤木西,火云洞11-13,火云洞11-13,,主线,1,,,火云洞11-13#lime（已完成),与%s对话,
3129,火云洞12-3,10001,桤木西,火云洞12-3,火云洞12-3,,主线,1,,,火云洞12-3#lime（已完成),与%s对话,
3131,火云洞12-6,10001,桤木西,火云洞12-6,火云洞12-6,,主线,1,,,火云洞12-6#lime（已完成),与%s对话,
3133,火云洞12-13,10001,桤木西,火云洞12-13,火云洞12-13,,主线,1,,,火云洞12-13#lime（已完成),与%s对话,
3135,火云洞13-3,10001,桤木西,火云洞13-3,火云洞13-3,,主线,1,,,火云洞13-3#lime（已完成),与%s对话,
3137,火云洞13-6,10001,桤木西,火云洞13-6,火云洞13-6,,主线,1,,,火云洞13-6#lime（已完成),与%s对话,
3139,火云洞13-10,10001,桤木西,火云洞13-10,火云洞13-10,,主线,1,,,火云洞13-10#lime（已完成),与%s对话,
3141,前往通天河,10001,桤木西,前往通天河,前往通天河,,主线,1,,,前往通天河#lime（已完成),与%s对话,
3143,通天河1-3,10001,桤木西,通天河1-3,通天河1-3,,主线,1,,,通天河1-3#lime（已完成),与%s对话,
3145,通天河1-6,10001,桤木西,通天河1-6,通天河1-6,,主线,1,,,通天河1-6#lime（已完成),与%s对话,
3147,通天河1-9,10001,桤木西,通天河1-9,通天河1-9,,主线,1,,,通天河1-9#lime（已完成),与%s对话,
3149,通天河2-3,10001,桤木西,通天河2-3,通天河2-3,,主线,1,,,通天河2-3#lime（已完成),与%s对话,
3151,通天河2-6,10001,桤木西,通天河2-6,通天河2-6,,主线,1,,,通天河2-6#lime（已完成),与%s对话,
3153,通天河2-9,10001,桤木西,通天河2-9,通天河2-9,,主线,1,,,通天河2-9#lime（已完成),与%s对话,
3155,通天河3-3,10001,桤木西,通天河3-3,通天河3-3,,主线,1,,,通天河3-3#lime（已完成),与%s对话,
3157,通天河3-6,10001,桤木西,通天河3-6,通天河3-6,,主线,1,,,通天河3-6#lime（已完成),与%s对话,
3159,通天河3-9,10001,桤木西,通天河3-9,通天河3-9,,主线,1,,,通天河3-9#lime（已完成),与%s对话,
3161,通天河4-3,10001,桤木西,通天河4-3,通天河4-3,,主线,1,,,通天河4-3#lime（已完成),与%s对话,
3163,通天河4-6,10001,桤木西,通天河4-6,通天河4-6,,主线,1,,,通天河4-6#lime（已完成),与%s对话,
3165,通天河4-9,10001,桤木西,通天河4-9,通天河4-9,,主线,1,,,通天河4-9#lime（已完成),与%s对话,
3167,通天河5-3,10001,桤木西,通天河5-3,通天河5-3,,主线,1,,,通天河5-3#lime（已完成),与%s对话,
3169,通天河5-6,10001,桤木西,通天河5-6,通天河5-6,,主线,1,,,通天河5-6#lime（已完成),与%s对话,
3171,通天河5-9,10001,桤木西,通天河5-9,通天河5-9,,主线,1,,,通天河5-9#lime（已完成),与%s对话,
3173,通天河6-3,10001,桤木西,通天河6-3,通天河6-3,,主线,1,,,通天河6-3#lime（已完成),与%s对话,
3175,通天河6-6,10001,桤木西,通天河6-6,通天河6-6,,主线,1,,,通天河6-6#lime（已完成),与%s对话,
3177,通天河6-9,10001,桤木西,通天河6-9,通天河6-9,,主线,1,,,通天河6-9#lime（已完成),与%s对话,
3179,通天河7-3,10001,桤木西,通天河7-3,通天河7-3,,主线,1,,,通天河7-3#lime（已完成),与%s对话,
3181,通天河7-6,10001,桤木西,通天河7-6,通天河7-6,,主线,1,,,通天河7-6#lime（已完成),与%s对话,
3183,通天河7-9,10001,桤木西,通天河7-9,通天河7-9,,主线,1,,,通天河7-9#lime（已完成),与%s对话,
3185,通天河8-3,10001,桤木西,通天河8-3,通天河8-3,,主线,1,,,通天河8-3#lime（已完成),与%s对话,
3187,通天河8-6,10001,桤木西,通天河8-6,通天河8-6,,主线,1,,,通天河8-6#lime（已完成),与%s对话,
3189,通天河8-9,10001,桤木西,通天河8-9,通天河8-9,,主线,1,,,通天河8-9#lime（已完成),与%s对话,
3191,通天河9-3,10001,桤木西,通天河9-3,通天河9-3,,主线,1,,,通天河9-3#lime（已完成),与%s对话,
3193,通天河9-6,10001,桤木西,通天河9-6,通天河9-6,,主线,1,,,通天河9-6#lime（已完成),与%s对话,
3195,通天河9-9,10001,桤木西,通天河9-9,通天河9-9,,主线,1,,,通天河9-9#lime（已完成),与%s对话,
3197,通天河10-3,10001,桤木西,通天河10-3,通天河10-3,,主线,1,,,通天河10-3#lime（已完成),与%s对话,
3199,通天河10-6,10001,桤木西,通天河10-6,通天河10-6,,主线,1,,,通天河10-6#lime（已完成),与%s对话,
3201,通天河10-9,10001,桤木西,通天河10-9,通天河10-9,,主线,1,,,通天河10-9#lime（已完成),与%s对话,
3203,通天河11-3,10001,桤木西,通天河11-3,通天河11-3,,主线,1,,,通天河11-3#lime（已完成),与%s对话,
3205,通天河11-6,10001,桤木西,通天河11-6,通天河11-6,,主线,1,,,通天河11-6#lime（已完成),与%s对话,
3207,通天河11-13,10001,桤木西,通天河11-13,通天河11-13,,主线,1,,,通天河11-13#lime（已完成),与%s对话,
3209,通天河12-3,10001,桤木西,通天河12-3,通天河12-3,,主线,1,,,通天河12-3#lime（已完成),与%s对话,
3211,通天河12-6,10001,桤木西,通天河12-6,通天河12-6,,主线,1,,,通天河12-6#lime（已完成),与%s对话,
3213,通天河12-13,10001,桤木西,通天河12-13,通天河12-13,,主线,1,,,通天河12-13#lime（已完成),与%s对话,
3215,通天河13-3,10001,桤木西,通天河13-3,通天河13-3,,主线,1,,,通天河13-3#lime（已完成),与%s对话,
3217,通天河13-6,10001,桤木西,通天河13-6,通天河13-6,,主线,1,,,通天河13-6#lime（已完成),与%s对话,
3219,通天河13-10,10001,桤木西,通天河13-10,通天河13-10,,主线,1,,,通天河13-10#lime（已完成),与%s对话,
3221,前往女儿国,10001,桤木西,前往女儿国,前往女儿国,,主线,1,,,前往女儿国#lime（已完成),与%s对话,
