任务序号,对话序号,任务名字,类型（0普通1隐形节点）,npcId,对话npc,选择显示面板（1是正常对话框，2是剧情对话框）,仅对nodeId=0使用。nodeId=0是功能按钮，判断是否隐藏功能按钮。nodeId=0时候，如果有跳转判断就会自动切入对话,内容 ,选项1,跳转1,操作1（1记录对话节点2提交任务3触发战斗4记录npc）,选项2,跳转2,操作2,选项3,跳转3,操作3,选项4,跳转4,操作4
2021,1,长安城3-7,1,10001,桤木西,1,,#norb恭喜你通关长安城3_7,,0,"""提交任务""",,,,,,,,,
2023,1,长安城3-10,1,10001,桤木西,1,,#norb恭喜你通关长安城3_10,,0,"""提交任务""",,,,,,,,,
2025,1,前往长寿村,1,10001,桤木西,1,,#norb恭喜你完成前往长寿村,,0,"""提交任务""",,,,,,,,,
2027,1,长寿村1-1,1,10001,桤木西,1,,#norb恭喜你通关长寿村1_1,,0,"""提交任务""",,,,,,,,,
2029,1,长寿村1-4,1,10001,桤木西,1,,#norb恭喜你通关长寿村1_4,,0,"""提交任务""",,,,,,,,,
2031,1,长寿村1-7,1,10001,桤木西,1,,#norb恭喜你通关长寿村1_7,,0,"""提交任务""",,,,,,,,,
2033,1,长寿村1-10,1,10001,桤木西,1,,#norb恭喜你通关长寿村1_10,,0,"""提交任务""",,,,,,,,,
2035,1,长寿村2-1,1,10001,桤木西,1,,#norb恭喜你通关长寿村2_1,,0,"""提交任务""",,,,,,,,,
2037,1,长寿村2-4,1,10001,桤木西,1,,#norb恭喜你通关长寿村2_4,,0,"""提交任务""",,,,,,,,,
2039,1,长寿村2-7,1,10001,桤木西,1,,#norb恭喜你通关长寿村2_7,,0,"""提交任务""",,,,,,,,,
2041,1,长寿村2-10,1,10001,桤木西,1,,#norb恭喜你通关长寿村2_10,,0,"""提交任务""",,,,,,,,,
2043,1,长寿村3-1,1,10001,桤木西,1,,#norb恭喜你通关长寿村3_1,,0,"""提交任务""",,,,,,,,,
2045,1,长寿村3-4,1,10001,桤木西,1,,#norb恭喜你通关长寿村3_4,,0,"""提交任务""",,,,,,,,,
2047,1,长寿村3-7,1,10001,桤木西,1,,#norb恭喜你通关长寿村3_7,,0,"""提交任务""",,,,,,,,,
2049,1,长寿村3-10,1,10001,桤木西,1,,#norb恭喜你通关长寿村3_10,,0,"""提交任务""",,,,,,,,,
2051,1,前往高老庄,1,10001,桤木西,1,,#norb恭喜你完成前往高老庄,,0,"""提交任务""",,,,,,,,,
2053,1,高老庄1-1,1,10001,桤木西,1,,#norb恭喜你通关高老庄1_1,,0,"""提交任务""",,,,,,,,,
2055,1,高老庄1-4,1,10001,桤木西,1,,#norb恭喜你通关高老庄1_4,,0,"""提交任务""",,,,,,,,,
2057,1,高老庄1-7,1,10001,桤木西,1,,#norb恭喜你通关高老庄1_7,,0,"""提交任务""",,,,,,,,,
2059,1,高老庄1-10,1,10001,桤木西,1,,#norb恭喜你通关高老庄1_10,,0,"""提交任务""",,,,,,,,,
2061,1,高老庄2-1,1,10001,桤木西,1,,#norb恭喜你通关高老庄2_1,,0,"""提交任务""",,,,,,,,,
2063,1,高老庄2-4,1,10001,桤木西,1,,#norb恭喜你通关高老庄2_4,,0,"""提交任务""",,,,,,,,,
2065,1,高老庄2-7,1,10001,桤木西,1,,#norb恭喜你通关高老庄2_7,,0,"""提交任务""",,,,,,,,,
2067,1,高老庄2-10,1,10001,桤木西,1,,#norb恭喜你通关高老庄2_10,,0,"""提交任务""",,,,,,,,,
2069,1,高老庄3-1,1,10001,桤木西,1,,#norb恭喜你通关高老庄3_1,,0,"""提交任务""",,,,,,,,,
2071,1,高老庄3-4,1,10001,桤木西,1,,#norb恭喜你通关高老庄3_4,,0,"""提交任务""",,,,,,,,,
2073,1,高老庄3-7,1,10001,桤木西,1,,#norb恭喜你通关高老庄3_7,,0,"""提交任务""",,,,,,,,,
2075,1,高老庄3-10,1,10001,桤木西,1,,#norb恭喜你通关高老庄3_10,,0,"""提交任务""",,,,,,,,,
2077,1,高老庄4-1,1,10001,桤木西,1,,#norb恭喜你通关高老庄4_1,,0,"""提交任务""",,,,,,,,,
2079,1,高老庄4-4,1,10001,桤木西,1,,#norb恭喜你通关高老庄4_4,,0,"""提交任务""",,,,,,,,,
2081,1,高老庄4-7,1,10001,桤木西,1,,#norb恭喜你通关高老庄4_7,,0,"""提交任务""",,,,,,,,,
2083,1,高老庄4-10,1,10001,桤木西,1,,#norb恭喜你通关高老庄4_10,,0,"""提交任务""",,,,,,,,,
2085,1,高老庄5-1,1,10001,桤木西,1,,#norb恭喜你通关高老庄5_1,,0,"""提交任务""",,,,,,,,,
2087,1,高老庄5-4,1,10001,桤木西,1,,#norb恭喜你通关高老庄5_4,,0,"""提交任务""",,,,,,,,,
2089,1,高老庄5-7,1,10001,桤木西,1,,#norb恭喜你通关高老庄5_7,,0,"""提交任务""",,,,,,,,,
2091,1,高老庄5-10,1,10001,桤木西,1,,#norb恭喜你通关高老庄5_10,,0,"""提交任务""",,,,,,,,,
2093,1,前往黄风岭,1,10001,桤木西,1,,#norb恭喜你完成前往黄风岭,,0,"""提交任务""",,,,,,,,,
2095,1,黄风岭1-1,1,10001,桤木西,1,,#norb恭喜你通关黄风岭1_1,,0,"""提交任务""",,,,,,,,,
2097,1,黄风岭1-4,1,10001,桤木西,1,,#norb恭喜你通关黄风岭1_4,,0,"""提交任务""",,,,,,,,,
2099,1,黄风岭1-7,1,10001,桤木西,1,,#norb恭喜你通关黄风岭1_7,,0,"""提交任务""",,,,,,,,,
2101,1,黄风岭1-10,1,10001,桤木西,1,,#norb恭喜你通关黄风岭1_10,,0,"""提交任务""",,,,,,,,,
2103,1,黄风岭2-1,1,10001,桤木西,1,,#norb恭喜你通关黄风岭2_1,,0,"""提交任务""",,,,,,,,,
2105,1,黄风岭2-4,1,10001,桤木西,1,,#norb恭喜你通关黄风岭2_4,,0,"""提交任务""",,,,,,,,,
2107,1,黄风岭2-7,1,10001,桤木西,1,,#norb恭喜你通关黄风岭2_7,,0,"""提交任务""",,,,,,,,,
2109,1,黄风岭2-10,1,10001,桤木西,1,,#norb恭喜你通关黄风岭2_10,,0,"""提交任务""",,,,,,,,,
2111,1,黄风岭3-1,1,10001,桤木西,1,,#norb恭喜你通关黄风岭3_1,,0,"""提交任务""",,,,,,,,,
2113,1,黄风岭3-4,1,10001,桤木西,1,,#norb恭喜你通关黄风岭3_4,,0,"""提交任务""",,,,,,,,,
2115,1,黄风岭3-7,1,10001,桤木西,1,,#norb恭喜你通关黄风岭3_7,,0,"""提交任务""",,,,,,,,,
2117,1,黄风岭3-10,1,10001,桤木西,1,,#norb恭喜你通关黄风岭3_10,,0,"""提交任务""",,,,,,,,,
2119,1,黄风岭4-1,1,10001,桤木西,1,,#norb恭喜你通关黄风岭4_1,,0,"""提交任务""",,,,,,,,,
2121,1,黄风岭4-4,1,10001,桤木西,1,,#norb恭喜你通关黄风岭4_4,,0,"""提交任务""",,,,,,,,,
2123,1,黄风岭4-7,1,10001,桤木西,1,,#norb恭喜你通关黄风岭4_7,,0,"""提交任务""",,,,,,,,,
2125,1,黄风岭4-10,1,10001,桤木西,1,,#norb恭喜你通关黄风岭4_10,,0,"""提交任务""",,,,,,,,,
2127,1,黄风岭5-1,1,10001,桤木西,1,,#norb恭喜你通关黄风岭5_1,,0,"""提交任务""",,,,,,,,,
2129,1,黄风岭5-4,1,10001,桤木西,1,,#norb恭喜你通关黄风岭5_4,,0,"""提交任务""",,,,,,,,,
2131,1,黄风岭5-7,1,10001,桤木西,1,,#norb恭喜你通关黄风岭5_7,,0,"""提交任务""",,,,,,,,,
2133,1,黄风岭5-10,1,10001,桤木西,1,,#norb恭喜你通关黄风岭5_10,,0,"""提交任务""",,,,,,,,,
2135,1,前往流沙河,1,10001,桤木西,1,,#norb恭喜你完成前往流沙河,,0,"""提交任务""",,,,,,,,,
2137,1,流沙河1-1,1,10001,桤木西,1,,#norb恭喜你通关流沙河1_1,,0,"""提交任务""",,,,,,,,,
2139,1,流沙河1-4,1,10001,桤木西,1,,#norb恭喜你通关流沙河1_4,,0,"""提交任务""",,,,,,,,,
2141,1,流沙河1-7,1,10001,桤木西,1,,#norb恭喜你通关流沙河1_7,,0,"""提交任务""",,,,,,,,,
2143,1,流沙河1-10,1,10001,桤木西,1,,#norb恭喜你通关流沙河1_10,,0,"""提交任务""",,,,,,,,,
2145,1,流沙河2-1,1,10001,桤木西,1,,#norb恭喜你通关流沙河2_1,,0,"""提交任务""",,,,,,,,,
2147,1,流沙河2-4,1,10001,桤木西,1,,#norb恭喜你通关流沙河2_4,,0,"""提交任务""",,,,,,,,,
2149,1,流沙河2-7,1,10001,桤木西,1,,#norb恭喜你通关流沙河2_7,,0,"""提交任务""",,,,,,,,,
2151,1,流沙河2-10,1,10001,桤木西,1,,#norb恭喜你通关流沙河2_10,,0,"""提交任务""",,,,,,,,,
2153,1,流沙河3-1,1,10001,桤木西,1,,#norb恭喜你通关流沙河3_1,,0,"""提交任务""",,,,,,,,,
2155,1,流沙河3-4,1,10001,桤木西,1,,#norb恭喜你通关流沙河3_4,,0,"""提交任务""",,,,,,,,,
2157,1,流沙河3-7,1,10001,桤木西,1,,#norb恭喜你通关流沙河3_7,,0,"""提交任务""",,,,,,,,,
2159,1,流沙河3-10,1,10001,桤木西,1,,#norb恭喜你通关流沙河3_10,,0,"""提交任务""",,,,,,,,,
2161,1,流沙河4-1,1,10001,桤木西,1,,#norb恭喜你通关流沙河4_1,,0,"""提交任务""",,,,,,,,,
2163,1,流沙河4-4,1,10001,桤木西,1,,#norb恭喜你通关流沙河4_4,,0,"""提交任务""",,,,,,,,,
2165,1,流沙河4-7,1,10001,桤木西,1,,#norb恭喜你通关流沙河4_7,,0,"""提交任务""",,,,,,,,,
2167,1,流沙河4-10,1,10001,桤木西,1,,#norb恭喜你通关流沙河4_10,,0,"""提交任务""",,,,,,,,,
2169,1,流沙河5-1,1,10001,桤木西,1,,#norb恭喜你通关流沙河5_1,,0,"""提交任务""",,,,,,,,,
2171,1,流沙河5-4,1,10001,桤木西,1,,#norb恭喜你通关流沙河5_4,,0,"""提交任务""",,,,,,,,,
2173,1,流沙河5-7,1,10001,桤木西,1,,#norb恭喜你通关流沙河5_7,,0,"""提交任务""",,,,,,,,,
2175,1,流沙河5-10,1,10001,桤木西,1,,#norb恭喜你通关流沙河5_10,,0,"""提交任务""",,,,,,,,,
2177,1,流沙河6-1,1,10001,桤木西,1,,#norb恭喜你通关流沙河6_1,,0,"""提交任务""",,,,,,,,,
2179,1,流沙河6-4,1,10001,桤木西,1,,#norb恭喜你通关流沙河6_4,,0,"""提交任务""",,,,,,,,,
2181,1,流沙河6-7,1,10001,桤木西,1,,#norb恭喜你通关流沙河6_7,,0,"""提交任务""",,,,,,,,,
2183,1,流沙河6-10,1,10001,桤木西,1,,#norb恭喜你通关流沙河6_10,,0,"""提交任务""",,,,,,,,,
2185,1,流沙河7-1,1,10001,桤木西,1,,#norb恭喜你通关流沙河7_1,,0,"""提交任务""",,,,,,,,,
2187,1,流沙河7-4,1,10001,桤木西,1,,#norb恭喜你通关流沙河7_4,,0,"""提交任务""",,,,,,,,,
2189,1,流沙河7-7,1,10001,桤木西,1,,#norb恭喜你通关流沙河7_7,,0,"""提交任务""",,,,,,,,,
2191,1,流沙河7-10,1,10001,桤木西,1,,#norb恭喜你通关流沙河7_10,,0,"""提交任务""",,,,,,,,,
2193,1,流沙河8-1,1,10001,桤木西,1,,#norb恭喜你通关流沙河8_1,,0,"""提交任务""",,,,,,,,,
2195,1,流沙河8-4,1,10001,桤木西,1,,#norb恭喜你通关流沙河8_4,,0,"""提交任务""",,,,,,,,,
2197,1,流沙河8-7,1,10001,桤木西,1,,#norb恭喜你通关流沙河8_7,,0,"""提交任务""",,,,,,,,,
2199,1,流沙河8-10,1,10001,桤木西,1,,#norb恭喜你通关流沙河8_10,,0,"""提交任务""",,,,,,,,,
2201,1,前往五庄观,1,10001,桤木西,1,,#norb恭喜你完成前往五庄观,,0,"""提交任务""",,,,,,,,,
2203,1,五庄观1-1,1,10001,桤木西,1,,#norb恭喜你通关五庄观1_1,,0,"""提交任务""",,,,,,,,,
2205,1,五庄观1-4,1,10001,桤木西,1,,#norb恭喜你通关五庄观1_4,,0,"""提交任务""",,,,,,,,,
2207,1,五庄观1-7,1,10001,桤木西,1,,#norb恭喜你通关五庄观1_7,,0,"""提交任务""",,,,,,,,,
2209,1,五庄观1-10,1,10001,桤木西,1,,#norb恭喜你通关五庄观1_10,,0,"""提交任务""",,,,,,,,,
2211,1,五庄观2-1,1,10001,桤木西,1,,#norb恭喜你通关五庄观2_1,,0,"""提交任务""",,,,,,,,,
2213,1,五庄观2-4,1,10001,桤木西,1,,#norb恭喜你通关五庄观2_4,,0,"""提交任务""",,,,,,,,,
2215,1,五庄观2-7,1,10001,桤木西,1,,#norb恭喜你通关五庄观2_7,,0,"""提交任务""",,,,,,,,,
2217,1,五庄观2-10,1,10001,桤木西,1,,#norb恭喜你通关五庄观2_10,,0,"""提交任务""",,,,,,,,,
2219,1,五庄观3-1,1,10001,桤木西,1,,#norb恭喜你通关五庄观3_1,,0,"""提交任务""",,,,,,,,,
2221,1,五庄观3-4,1,10001,桤木西,1,,#norb恭喜你通关五庄观3_4,,0,"""提交任务""",,,,,,,,,
2223,1,五庄观3-7,1,10001,桤木西,1,,#norb恭喜你通关五庄观3_7,,0,"""提交任务""",,,,,,,,,
2225,1,五庄观3-10,1,10001,桤木西,1,,#norb恭喜你通关五庄观3_10,,0,"""提交任务""",,,,,,,,,
2227,1,五庄观4-1,1,10001,桤木西,1,,#norb恭喜你通关五庄观4_1,,0,"""提交任务""",,,,,,,,,
2229,1,五庄观4-4,1,10001,桤木西,1,,#norb恭喜你通关五庄观4_4,,0,"""提交任务""",,,,,,,,,
2231,1,五庄观4-7,1,10001,桤木西,1,,#norb恭喜你通关五庄观4_7,,0,"""提交任务""",,,,,,,,,
2233,1,五庄观4-10,1,10001,桤木西,1,,#norb恭喜你通关五庄观4_10,,0,"""提交任务""",,,,,,,,,
2235,1,五庄观5-1,1,10001,桤木西,1,,#norb恭喜你通关五庄观5_1,,0,"""提交任务""",,,,,,,,,
2237,1,五庄观5-4,1,10001,桤木西,1,,#norb恭喜你通关五庄观5_4,,0,"""提交任务""",,,,,,,,,
2239,1,五庄观5-7,1,10001,桤木西,1,,#norb恭喜你通关五庄观5_7,,0,"""提交任务""",,,,,,,,,
2241,1,五庄观5-10,1,10001,桤木西,1,,#norb恭喜你通关五庄观5_10,,0,"""提交任务""",,,,,,,,,
2243,1,五庄观6-1,1,10001,桤木西,1,,#norb恭喜你通关五庄观6_1,,0,"""提交任务""",,,,,,,,,
2245,1,五庄观6-4,1,10001,桤木西,1,,#norb恭喜你通关五庄观6_4,,0,"""提交任务""",,,,,,,,,
2247,1,五庄观6-7,1,10001,桤木西,1,,#norb恭喜你通关五庄观6_7,,0,"""提交任务""",,,,,,,,,
2249,1,五庄观6-10,1,10001,桤木西,1,,#norb恭喜你通关五庄观6_10,,0,"""提交任务""",,,,,,,,,
2251,1,五庄观7-1,1,10001,桤木西,1,,#norb恭喜你通关五庄观7_1,,0,"""提交任务""",,,,,,,,,
2253,1,五庄观7-4,1,10001,桤木西,1,,#norb恭喜你通关五庄观7_4,,0,"""提交任务""",,,,,,,,,
2255,1,五庄观7-7,1,10001,桤木西,1,,#norb恭喜你通关五庄观7_7,,0,"""提交任务""",,,,,,,,,
2257,1,五庄观7-10,1,10001,桤木西,1,,#norb恭喜你通关五庄观7_10,,0,"""提交任务""",,,,,,,,,
2259,1,五庄观8-1,1,10001,桤木西,1,,#norb恭喜你通关五庄观8_1,,0,"""提交任务""",,,,,,,,,
2261,1,五庄观8-4,1,10001,桤木西,1,,#norb恭喜你通关五庄观8_4,,0,"""提交任务""",,,,,,,,,
2263,1,五庄观8-7,1,10001,桤木西,1,,#norb恭喜你通关五庄观8_7,,0,"""提交任务""",,,,,,,,,
2265,1,五庄观8-10,1,10001,桤木西,1,,#norb恭喜你通关五庄观8_10,,0,"""提交任务""",,,,,,,,,
2267,1,前往花果山,1,10001,桤木西,1,,#norb恭喜你完成前往花果山,,0,"""提交任务""",,,,,,,,,
2269,1,花果山1-1,1,10001,桤木西,1,,#norb恭喜你通关花果山1_1,,0,"""提交任务""",,,,,,,,,
2271,1,花果山1-4,1,10001,桤木西,1,,#norb恭喜你通关花果山1_4,,0,"""提交任务""",,,,,,,,,
2273,1,花果山1-7,1,10001,桤木西,1,,#norb恭喜你通关花果山1_7,,0,"""提交任务""",,,,,,,,,
2275,1,花果山1-10,1,10001,桤木西,1,,#norb恭喜你通关花果山1_10,,0,"""提交任务""",,,,,,,,,
2277,1,花果山2-1,1,10001,桤木西,1,,#norb恭喜你通关花果山2_1,,0,"""提交任务""",,,,,,,,,
2279,1,花果山2-4,1,10001,桤木西,1,,#norb恭喜你通关花果山2_4,,0,"""提交任务""",,,,,,,,,
2281,1,花果山2-7,1,10001,桤木西,1,,#norb恭喜你通关花果山2_7,,0,"""提交任务""",,,,,,,,,
2283,1,花果山2-10,1,10001,桤木西,1,,#norb恭喜你通关花果山2_10,,0,"""提交任务""",,,,,,,,,
2285,1,花果山3-1,1,10001,桤木西,1,,#norb恭喜你通关花果山3_1,,0,"""提交任务""",,,,,,,,,
2287,1,花果山3-4,1,10001,桤木西,1,,#norb恭喜你通关花果山3_4,,0,"""提交任务""",,,,,,,,,
2289,1,花果山3-7,1,10001,桤木西,1,,#norb恭喜你通关花果山3_7,,0,"""提交任务""",,,,,,,,,
2291,1,花果山3-10,1,10001,桤木西,1,,#norb恭喜你通关花果山3_10,,0,"""提交任务""",,,,,,,,,
2293,1,花果山4-1,1,10001,桤木西,1,,#norb恭喜你通关花果山4_1,,0,"""提交任务""",,,,,,,,,
2295,1,花果山4-4,1,10001,桤木西,1,,#norb恭喜你通关花果山4_4,,0,"""提交任务""",,,,,,,,,
2297,1,花果山4-7,1,10001,桤木西,1,,#norb恭喜你通关花果山4_7,,0,"""提交任务""",,,,,,,,,
2299,1,花果山4-10,1,10001,桤木西,1,,#norb恭喜你通关花果山4_10,,0,"""提交任务""",,,,,,,,,
2301,1,花果山5-1,1,10001,桤木西,1,,#norb恭喜你通关花果山5_1,,0,"""提交任务""",,,,,,,,,
2303,1,花果山5-4,1,10001,桤木西,1,,#norb恭喜你通关花果山5_4,,0,"""提交任务""",,,,,,,,,
2305,1,花果山5-7,1,10001,桤木西,1,,#norb恭喜你通关花果山5_7,,0,"""提交任务""",,,,,,,,,
2307,1,花果山5-10,1,10001,桤木西,1,,#norb恭喜你通关花果山5_10,,0,"""提交任务""",,,,,,,,,
2309,1,花果山6-1,1,10001,桤木西,1,,#norb恭喜你通关花果山6_1,,0,"""提交任务""",,,,,,,,,
2311,1,花果山6-4,1,10001,桤木西,1,,#norb恭喜你通关花果山6_4,,0,"""提交任务""",,,,,,,,,
2313,1,花果山6-7,1,10001,桤木西,1,,#norb恭喜你通关花果山6_7,,0,"""提交任务""",,,,,,,,,
2315,1,花果山6-10,1,10001,桤木西,1,,#norb恭喜你通关花果山6_10,,0,"""提交任务""",,,,,,,,,
2317,1,花果山7-1,1,10001,桤木西,1,,#norb恭喜你通关花果山7_1,,0,"""提交任务""",,,,,,,,,
2319,1,花果山7-4,1,10001,桤木西,1,,#norb恭喜你通关花果山7_4,,0,"""提交任务""",,,,,,,,,
2321,1,花果山7-7,1,10001,桤木西,1,,#norb恭喜你通关花果山7_7,,0,"""提交任务""",,,,,,,,,
2323,1,花果山7-10,1,10001,桤木西,1,,#norb恭喜你通关花果山7_10,,0,"""提交任务""",,,,,,,,,
2325,1,花果山8-1,1,10001,桤木西,1,,#norb恭喜你通关花果山8_1,,0,"""提交任务""",,,,,,,,,
2327,1,花果山8-4,1,10001,桤木西,1,,#norb恭喜你通关花果山8_4,,0,"""提交任务""",,,,,,,,,
2329,1,花果山8-7,1,10001,桤木西,1,,#norb恭喜你通关花果山8_7,,0,"""提交任务""",,,,,,,,,
2331,1,花果山8-10,1,10001,桤木西,1,,#norb恭喜你通关花果山8_10,,0,"""提交任务""",,,,,,,,,
2333,1,花果山9-1,1,10001,桤木西,1,,#norb恭喜你通关花果山9_1,,0,"""提交任务""",,,,,,,,,
2335,1,花果山9-4,1,10001,桤木西,1,,#norb恭喜你通关花果山9_4,,0,"""提交任务""",,,,,,,,,
2337,1,花果山9-7,1,10001,桤木西,1,,#norb恭喜你通关花果山9_7,,0,"""提交任务""",,,,,,,,,
2339,1,花果山9-10,1,10001,桤木西,1,,#norb恭喜你通关花果山9_10,,0,"""提交任务""",,,,,,,,,
2341,1,花果山10-1,1,10001,桤木西,1,,#norb恭喜你通关花果山10_1,,0,"""提交任务""",,,,,,,,,
2343,1,花果山10-4,1,10001,桤木西,1,,#norb恭喜你通关花果山10_4,,0,"""提交任务""",,,,,,,,,
2345,1,花果山10-7,1,10001,桤木西,1,,#norb恭喜你通关花果山10_7,,0,"""提交任务""",,,,,,,,,
2347,1,花果山10-10,1,10001,桤木西,1,,#norb恭喜你通关花果山10_10,,0,"""提交任务""",,,,,,,,,
2349,1,前往乌鸡国,1,10001,桤木西,1,,#norb恭喜你完成前往乌鸡国,,0,"""提交任务""",,,,,,,,,
