任务序号,对话序号,任务名字,类型（0普通1隐形节点）,npcId,对话npc,选择显示面板（1是正常对话框，2是剧情对话框）,仅对nodeId=0使用。nodeId=0是功能按钮，判断是否隐藏功能按钮。nodeId=0时候，如果有跳转判断就会自动切入对话,内容 ,选项1,跳转1,操作1（1记录对话节点2提交任务3触发战斗4记录npc）,选项2,跳转2,操作2,选项3,跳转3,操作3,选项4,跳转4,操作4
-500005,2,冥王哈迪斯,0,11005,,1,,快去刷怪吧，组队频道会显示怪物资讯，请留意,进入圣地,,"""封魔入圣地"",['param']={""space#lime#red忍魔#rf（物防高）出现在圣地#deepskyblue中间水池#rf附近，请把它封印""}",,,,,,,,,
-500005,3,冥王哈迪斯,1,11005,,1,,,,,"""引导天使"",['param']={""space#lime#red忍魔#rf（物防高）出现在圣地#deepskyblue中间水池#rf附近，请把它封印""}",,,,,,,,,
-500006,1,冥王哈迪斯,1,11005,,1,,,,"{2,{[""是否队长""]=true, [""活动中""]=0}},{3,{[""是否队长""]=true}},{0}",,,,,,,,,,
-500006,2,冥王哈迪斯,0,11005,,1,,快去刷怪吧，组队频道会显示怪物资讯，请留意,进入圣地,,"""封魔入圣地"",['param']={""#space#lime#red忍魔#rf（物防高）出现在圣地#deepskyblue小汽车#rf附近，请把它封印""}",,,,,,,,,
-500006,3,冥王哈迪斯,1,11005,,1,,,,,"""引导天使"",['param']={""#space#lime#red忍魔#rf（物防高）出现在圣地#deepskyblue小汽车#rf附近，请把它封印""}",,,,,,,,,
-500007,1,冥王哈迪斯,1,11005,,1,,,,"{2,{[""是否队长""]=true, [""活动中""]=0}},{3,{[""是否队长""]=true}},{0}",,,,,,,,,,
-500007,2,冥王哈迪斯,0,11005,,1,,快去刷怪吧，组队频道会显示怪物资讯，请留意,进入圣地,,"""封魔入圣地"",['param']={""#space#lime#red沙魔#rf（法攻高）出现在圣地#deepskyblue破木屋#rf附近，请把它封印""}",,,,,,,,,
-500007,3,冥王哈迪斯,1,11005,,1,,,,,"""引导天使"",['param']={""#space#lime#red沙魔#rf（法攻高）出现在圣地#deepskyblue破木屋#rf附近，请把它封印""}",,,,,,,,,
-500008,1,冥王哈迪斯,1,11005,,1,,,,"{2,{[""是否队长""]=true, [""活动中""]=0}},{3,{[""是否队长""]=true}},{0}",,,,,,,,,,
-500008,2,冥王哈迪斯,0,11005,,1,,快去刷怪吧，组队频道会显示怪物资讯，请留意,进入圣地,,"""封魔入圣地"",['param']={""#space#lime#red犬魔#rf（物攻高）出现在圣地#deepskyblue中间水池#rf附近，请把它封印""}",,,,,,,,,
-500008,3,冥王哈迪斯,1,11005,,1,,,,,"""引导天使"",['param']={""#space#lime#red犬魔#rf（物攻高）出现在圣地#deepskyblue中间水池#rf附近，请把它封印""}",,,,,,,,,
-500009,1,冥王哈迪斯,1,11005,,1,,,,"{2,{[""是否队长""]=true, [""活动中""]=0}},{3,{[""是否队长""]=true}},{0}",,,,,,,,,,
-500009,2,冥王哈迪斯,0,11005,,1,,快去刷怪吧，组队频道会显示怪物资讯，请留意,进入圣地,,"""封魔入圣地"",['param']={""#space#lime#red犬魔#rf（物攻高）出现在圣地#deepskyblue咖啡店#rf附近，请把它封印""}",,,,,,,,,
-500009,3,冥王哈迪斯,1,11005,,1,,,,,"""引导天使"",['param']={""#space#lime#red犬魔#rf（物攻高）出现在圣地#deepskyblue咖啡店#rf附近，请把它封印""}",,,,,,,,,
-500010,1,冥王哈迪斯,1,11005,,1,,,,"{2,{[""是否队长""]=true, [""活动中""]=0}},{3,{[""是否队长""]=true}},{0}",,,,,,,,,,
-500010,2,冥王哈迪斯,0,11005,,1,,快去刷怪吧，组队频道会显示怪物资讯，请留意,进入圣地,,"""封魔入圣地"",['param']={""#space#lime#red食人魔#rf（高闪避）出现在圣地#deepskyblue中间水池#rf附近，请把它封印""}",,,,,,,,,
-500010,3,冥王哈迪斯,1,11005,,1,,,,,"""引导天使"",['param']={""#space#lime#red食人魔#rf（高闪避）出现在圣地#deepskyblue中间水池#rf附近，请把它封印""}",,,,,,,,,
-500011,1,冥王哈迪斯,1,11005,,1,,,,"{2,{[""是否队长""]=true, [""活动中""]=0}},{3,{[""是否队长""]=true}},{0}",,,,,,,,,,
-500011,2,冥王哈迪斯,0,11005,,1,,快去刷怪吧，组队频道会显示怪物资讯，请留意,进入圣地,,"""封魔入圣地"",['param']={""#space#lime#red食人魔#rf（高闪避）出现在圣地#deepskyblue火影楼#rf附近，请把它封印""}",,,,,,,,,
-500011,3,冥王哈迪斯,1,11005,,1,,,,,"""引导天使"",['param']={""#space#lime#red食人魔#rf（高闪避）出现在圣地#deepskyblue火影楼#rf附近，请把它封印""}",,,,,,,,,
-500012,1,冥王哈迪斯,1,11005,,1,,,,"{2,{[""是否队长""]=true, [""活动中""]=0}},{3,{[""是否队长""]=true}},{0}",,,,,,,,,,
-500012,2,冥王哈迪斯,0,11005,,1,,快去刷怪吧，组队频道会显示怪物资讯，请留意,进入圣地,,"""封魔入圣地"",['param']={""#space#lime#red食人魔#rf（高闪避）出现在圣地#deepskyblue破木屋#rf附近，请把它封印""}",,,,,,,,,
-500012,3,冥王哈迪斯,1,11005,,1,,,,,"""引导天使"",['param']={""#space#lime#red食人魔#rf（高闪避）出现在圣地#deepskyblue破木屋#rf附近，请把它封印""}",,,,,,,,,
-500013,1,冥王哈迪斯,1,11005,,1,,,,"{2,{[""是否队长""]=true, [""活动中""]=0}},{3,{[""是否队长""]=true}},{0}",,,,,,,,,,
-500013,2,冥王哈迪斯,0,11005,,1,,快去刷怪吧，组队频道会显示怪物资讯，请留意,进入圣地,,"""封魔入圣地"",['param']={""#space#lime#red犬魔#rf（物攻高）出现在圣地#deepskyblue冰晶#rf附近，请把它封印""}",,,,,,,,,
-500013,3,冥王哈迪斯,1,11005,,1,,,,,"""引导天使"",['param']={""#space#lime#red犬魔#rf（物攻高）出现在圣地#deepskyblue冰晶#rf附近，请把它封印""}",,,,,,,,,
-500014,1,冥王哈迪斯,1,11005,,1,,,,"{2,{[""是否队长""]=true, [""活动中""]=0}},{3,{[""是否队长""]=true}},{0}",,,,,,,,,,
-500014,2,冥王哈迪斯,0,11005,,1,,快去刷怪吧，组队频道会显示怪物资讯，请留意,进入圣地,,"""封魔入圣地"",['param']={""#space#lime#red神魔#rf（护盾，可通过打断或驱散增益技能破解）出现在圣地#deepskyblue咖啡店#rf附近，请把它封印""}",,,,,,,,,
-500014,3,冥王哈迪斯,1,11005,,1,,,,,"""引导天使"",['param']={""#space#lime#red神魔#rf（护盾，可通过打断或驱散增益技能破解）出现在圣地#deepskyblue咖啡店#rf附近，请把它封印""}",,,,,,,,,
-500015,1,冥王哈迪斯,1,11005,,1,,,,"{2,{[""是否队长""]=true, [""活动中""]=0}},{3,{[""是否队长""]=true}},{0}",,,,,,,,,,
-500015,2,冥王哈迪斯,0,11005,,1,,快去刷怪吧，组队频道会显示怪物资讯，请留意,进入圣地,,"""封魔入圣地"",['param']={""#space#lime#red神魔#rf（护盾，可通过打断或驱散增益技能破解）出现在圣地#deepskyblue破木屋#rf附近，请把它封印""}",,,,,,,,,
-500015,3,冥王哈迪斯,1,11005,,1,,,,,"""引导天使"",['param']={""#space#lime#red神魔#rf（护盾，可通过打断或驱散增益技能破解）出现在圣地#deepskyblue破木屋#rf附近，请把它封印""}",,,,,,,,,
-500016,1,冥王哈迪斯,1,11005,,1,,,,"{2,{[""是否队长""]=true, [""活动中""]=0}},{3,{[""是否队长""]=true}},{0}",,,,,,,,,,
-500016,2,冥王哈迪斯,0,11005,,1,,快去刷怪吧，组队频道会显示怪物资讯，请留意,进入圣地,,"""封魔入圣地"",['param']={""#space#lime#red神魔#rf（护盾，可通过打断或驱散增益技能破解）出现在圣地#deepskyblue在拉面店#rf附近，请把它封印""}",,,,,,,,,
-500016,3,冥王哈迪斯,1,11005,,1,,,,,"""引导天使"",['param']={""#space#lime#red神魔#rf（护盾，可通过打断或驱散增益技能破解）出现在圣地#deepskyblue在拉面店#rf附近，请把它封印""}",,,,,,,,,
-500017,1,冥王哈迪斯,1,11005,,1,,,,"{2,{[""是否队长""]=true, [""活动中""]=0}},{3,{[""是否队长""]=true}},{0}",,,,,,,,,,
-500017,2,冥王哈迪斯,0,11005,,1,,快去刷怪吧，组队频道会显示怪物资讯，请留意,进入圣地,,"""封魔入圣地"",['param']={""#space#lime#red小丑魔#rf（法防高）出现在圣地#deepskyblue有烂木头的水池#rf附近，请把它封印""}",,,,,,,,,
-500017,3,冥王哈迪斯,1,11005,,1,,,,,"""引导天使"",['param']={""#space#lime#red小丑魔#rf（法防高）出现在圣地#deepskyblue有烂木头的水池#rf附近，请把它封印""}",,,,,,,,,
-500018,1,冥王哈迪斯,1,11005,,1,,,,"{2,{[""是否队长""]=true, [""活动中""]=0}},{3,{[""是否队长""]=true}},{0}",,,,,,,,,,
-500018,2,冥王哈迪斯,0,11005,,1,,快去刷怪吧，组队频道会显示怪物资讯，请留意,进入圣地,,"""封魔入圣地"",['param']={""#space#lime#red巨魔#rf（复活期间受到5次攻击将无法复活）出现在圣地#deepskyblue大坑#rf附近，请把它封印""}",,,,,,,,,
-500018,3,冥王哈迪斯,1,11005,,1,,,,,"""引导天使"",['param']={""#space#lime#red巨魔#rf（复活期间受到5次攻击将无法复活）出现在圣地#deepskyblue大坑#rf附近，请把它封印""}",,,,,,,,,
-500019,1,冥王哈迪斯,1,11005,,1,,,,"{2,{[""是否队长""]=true, [""活动中""]=0}},{3,{[""是否队长""]=true}},{0}",,,,,,,,,,
-500019,2,冥王哈迪斯,0,11005,,1,,快去刷怪吧，组队频道会显示怪物资讯，请留意,进入圣地,,"""封魔入圣地"",['param']={""#space#lime#red巨魔#rf（复活期间受到5次攻击将无法复活）出现在圣地#deepskyblue大坑#rf附近，请把它封印""}",,,,,,,,,
-500019,3,冥王哈迪斯,1,11005,,1,,,,,"""引导天使"",['param']={""#space#lime#red巨魔#rf（复活期间受到5次攻击将无法复活）出现在圣地#deepskyblue大坑#rf附近，请把它封印""}",,,,,,,,,
-500020,1,冥王哈迪斯,1,11005,,1,,,,"{2,{[""是否队长""]=true, [""活动中""]=0}},{3,{[""是否队长""]=true}},{0}",,,,,,,,,,
-500020,2,冥王哈迪斯,0,11005,,1,,快去刷怪吧，组队频道会显示怪物资讯，请留意,进入圣地,,"""封魔入圣地"",['param']={""#space#lime#red夜魔#rf（降低敌方输出，可驱散）出现在圣地#deepskyblue在拉面店#rf附近，请把它封印""}",,,,,,,,,
-500020,3,冥王哈迪斯,1,11005,,1,,,,,"""引导天使"",['param']={""#space#lime#red夜魔#rf（降低敌方输出，可驱散）出现在圣地#deepskyblue在拉面店#rf附近，请把它封印""}",,,,,,,,,
-500021,1,冥王哈迪斯,1,11005,,1,,,,"{2,{[""是否队长""]=true, [""活动中""]=0}},{3,{[""是否队长""]=true}},{0}",,,,,,,,,,
-500021,2,冥王哈迪斯,0,11005,,1,,快去刷怪吧，组队频道会显示怪物资讯，请留意,进入圣地,,"""封魔入圣地"",['param']={""#space#lime#red夜魔#rf（降低敌方输出，可驱散）出现在圣地#deepskyblue冰晶#rf附近，请把它封印""}",,,,,,,,,
-500021,3,冥王哈迪斯,1,11005,,1,,,,,"""引导天使"",['param']={""#space#lime#red夜魔#rf（降低敌方输出，可驱散）出现在圣地#deepskyblue冰晶#rf附近，请把它封印""}",,,,,,,,,
-500022,1,冥王哈迪斯,1,11005,,1,,,,"{2,{[""是否队长""]=true, [""活动中""]=0}},{3,{[""是否队长""]=true}},{0}",,,,,,,,,,
-500022,2,冥王哈迪斯,0,11005,,1,,快去刷怪吧，组队频道会显示怪物资讯，请留意,进入圣地,,"""封魔入圣地"",['param']={""#space#lime#red巨魔#rf（复活期间受到5次攻击将无法复活）出现在圣地#deepskyblue咖啡店#rf附近，请把它封印""}",,,,,,,,,
-500022,3,冥王哈迪斯,1,11005,,1,,,,,"""引导天使"",['param']={""#space#lime#red巨魔#rf（复活期间受到5次攻击将无法复活）出现在圣地#deepskyblue咖啡店#rf附近，请把它封印""}",,,,,,,,,
-500023,1,冥王哈迪斯,1,11005,,1,,,,"{2,{[""是否队长""]=true, [""活动中""]=0}},{3,{[""是否队长""]=true}},{0}",,,,,,,,,,
-500023,2,冥王哈迪斯,0,11005,,1,,快去刷怪吧，组队频道会显示怪物资讯，请留意,进入圣地,,"""封魔入圣地"",['param']={""#space#lime#red神魔#rf（护盾，可通过打断或驱散增益技能破解）出现在圣地#deepskyblue大坑#rf附近，请把它封印""}",,,,,,,,,
-500023,3,冥王哈迪斯,1,11005,,1,,,,,"""引导天使"",['param']={""#space#lime#red神魔#rf（护盾，可通过打断或驱散增益技能破解）出现在圣地#deepskyblue大坑#rf附近，请把它封印""}",,,,,,,,,
-500024,1,冥王哈迪斯,1,11005,,1,,,,"{2,{[""是否队长""]=true, [""活动中""]=0}},{3,{[""是否队长""]=true}},{0}",,,,,,,,,,
-500024,2,冥王哈迪斯,0,11005,,1,,快去刷怪吧，组队频道会显示怪物资讯，请留意,进入圣地,,"""封魔入圣地"",['param']={""#space#lime#red神魔#rf（护盾，可通过打断或驱散增#space#lime#red犬魔#rf（物攻高）出现在圣地#deepskyblue小汽车#rf附近，请把它封印""}",,,,,,,,,
-500024,3,冥王哈迪斯,1,11005,,1,,,,,"""引导天使"",['param']={""#space#lime#red神魔#rf（护盾，可通过打断或驱散增#space#lime#red犬魔#rf（物攻高）出现在圣地#deepskyblue小汽车#rf附近，请把它封印""}",,,,,,,,,
-500025,1,冥王哈迪斯,1,11005,,1,,,,"{2,{[""是否队长""]=true, [""活动中""]=0}},{3,{[""是否队长""]=true}},{0}",,,,,,,,,,
-500025,2,冥王哈迪斯,0,11005,,1,,快去刷怪吧，组队频道会显示怪物资讯，请留意,进入圣地,,"""封魔入圣地"",['param']={""#space#lime#red小丑魔#rf（法防高）出现在圣地#deepskyblue大坑#rf附近，请把它封印""}",,,,,,,,,
-500025,3,冥王哈迪斯,1,11005,,1,,,,,"""引导天使"",['param']={""#space#lime#red小丑魔#rf（法防高）出现在圣地#deepskyblue大坑#rf附近，请把它封印""}",,,,,,,,,
-500026,1,冥王哈迪斯,1,11005,,1,,,,"{2,{[""是否队长""]=true, [""活动中""]=0}},{3,{[""是否队长""]=true}},{0}",,,,,,,,,,
-500026,2,冥王哈迪斯,0,11005,,1,,快去刷怪吧，组队频道会显示怪物资讯，请留意,进入圣地,,"""封魔入圣地"",['param']={""#space#lime#red夜魔#rf（降低敌方输出，可驱散）出现在圣地#deepskyblue大坑#rf附近，请把它封印""}",,,,,,,,,
-500026,3,冥王哈迪斯,1,11005,,1,,,,,"""引导天使"",['param']={""#space#lime#red夜魔#rf（降低敌方输出，可驱散）出现在圣地#deepskyblue大坑#rf附近，请把它封印""}",,,,,,,,,
-500027,1,冥王哈迪斯,1,11005,,1,,,,"{2,{[""是否队长""]=true, [""活动中""]=0}},{3,{[""是否队长""]=true}},{0}",,,,,,,,,,
-500027,2,冥王哈迪斯,0,11005,,1,,快去刷怪吧，组队频道会显示怪物资讯，请留意,进入圣地,,"""封魔入圣地"",['param']={""#space#lime#red忍魔#rf（物防高）出现在圣地#deepskyblue火影楼#rf附近，请把它封印""}",,,,,,,,,
-500027,3,冥王哈迪斯,1,11005,,1,,,,,"""引导天使"",['param']={""#space#lime#red忍魔#rf（物防高）出现在圣地#deepskyblue火影楼#rf附近，请把它封印""}",,,,,,,,,
-500028,1,冥王哈迪斯,1,11005,,1,,,,"{2,{[""是否队长""]=true, [""活动中""]=0}},{3,{[""是否队长""]=true}},{0}",,,,,,,,,,
-500028,2,冥王哈迪斯,0,11005,,1,,快去刷怪吧，组队频道会显示怪物资讯，请留意,进入圣地,,"""封魔入圣地"",['param']={""#space#lime#red食人魔#rf（高闪避）出现在圣地#deepskyblue冰晶#rf附近，请把它封印""}",,,,,,,,,
-500028,3,冥王哈迪斯,1,11005,,1,,,,,"""引导天使"",['param']={""#space#lime#red食人魔#rf（高闪避）出现在圣地#deepskyblue冰晶#rf附近，请把它封印""}",,,,,,,,,
-500029,1,冥王哈迪斯,1,11005,,1,,,,"{2,{[""是否队长""]=true, [""活动中""]=0}},{3,{[""是否队长""]=true}},{0}",,,,,,,,,,
-500029,2,冥王哈迪斯,0,11005,,1,,快去刷怪吧，组队频道会显示怪物资讯，请留意,进入圣地,,"""封魔入圣地"",['param']={""#space#lime#red巨魔#rf（复活期间受到5次攻击将无法复活）出现在圣地#deepskyblue有皮卡皮卡的水池#rf附近，请把它封印""}",,,,,,,,,
-500029,3,冥王哈迪斯,1,11005,,1,,,,,"""引导天使"",['param']={""#space#lime#red巨魔#rf（复活期间受到5次攻击将无法复活）出现在圣地#deepskyblue有皮卡皮卡的水池#rf附近，请把它封印""}",,,,,,,,,
-1,1,罗杰斯,0,10001,,1,,此关难度较大，建议先将主角进行【二转】，有【剑士】与【魔术师】两种职业供你选择。或者也可以选择与其他玩家组队通关。,,2,,,,,,,,,,
-1,2,罗杰斯,0,10001,,1,,转职材料需先通关【海底15层】，请做出选择：,进入海底逃生,3,"""功能指令"",['param']=""shilian""",寻求组队,,"""寻求组队"",['param']={""CampaignFrame"", ""CopyCardFrame""}",,,,,,
-1,3,罗杰斯,1,10001,,1,,,,,"""关闭界面"",['param']={""CampaignFrame"",""CopyCardFrame""}",,,,,,,,,
-2,1,罗杰斯,0,10001,,1,,此关难度较大，建议先将主角进行【二转】，有【剑士】与【魔术师】两种职业供你选择。或者也可以选择与其他玩家组队通关。,,2,,,,,,,,,,
-2,2,罗杰斯,0,10001,,1,,若要转职可选择第一个选项前往转职界面了解情况,前往转职界面,3,"""功能指令"",['param']=""zhiye""",寻求组队,,"""寻求组队"",['param']={""CampaignFrame"", ""CopyCardFrame""}",,,,,,
-2,3,罗杰斯,1,10001,,1,,,,,"""关闭界面"",['param']={""CampaignFrame"",""CopyCardFrame""}",,,,,,,,,
