任务序号,对话序号,任务名字,类型（0普通1隐形节点）,npcId,对话npc,选择显示面板（1是正常对话框，2是剧情对话框）,仅对nodeId=0使用。nodeId=0是功能按钮，判断是否隐藏功能按钮。nodeId=0时候，如果有跳转判断就会自动切入对话,内容 ,选项1,跳转1,操作1（1记录对话节点2提交任务3触发战斗4记录npc）,选项2,跳转2,操作2,选项3,跳转3,操作3,选项4,跳转4,操作4
3091,1,火云洞5-9,1,10001,桤木西,1,,#norb恭喜你通关火云洞5_9,,0,"""提交任务""",,,,,,,,,
3093,1,火云洞6-3,1,10001,桤木西,1,,#norb恭喜你通关火云洞6_3,,0,"""提交任务""",,,,,,,,,
3095,1,火云洞6-6,1,10001,桤木西,1,,#norb恭喜你通关火云洞6_6,,0,"""提交任务""",,,,,,,,,
3097,1,火云洞6-9,1,10001,桤木西,1,,#norb恭喜你通关火云洞6_9,,0,"""提交任务""",,,,,,,,,
3099,1,火云洞7-3,1,10001,桤木西,1,,#norb恭喜你通关火云洞7_3,,0,"""提交任务""",,,,,,,,,
3101,1,火云洞7-6,1,10001,桤木西,1,,#norb恭喜你通关火云洞7_6,,0,"""提交任务""",,,,,,,,,
3103,1,火云洞7-9,1,10001,桤木西,1,,#norb恭喜你通关火云洞7_9,,0,"""提交任务""",,,,,,,,,
3105,1,火云洞8-3,1,10001,桤木西,1,,#norb恭喜你通关火云洞8_3,,0,"""提交任务""",,,,,,,,,
3107,1,火云洞8-6,1,10001,桤木西,1,,#norb恭喜你通关火云洞8_6,,0,"""提交任务""",,,,,,,,,
3109,1,火云洞8-9,1,10001,桤木西,1,,#norb恭喜你通关火云洞8_9,,0,"""提交任务""",,,,,,,,,
3111,1,火云洞9-3,1,10001,桤木西,1,,#norb恭喜你通关火云洞9_3,,0,"""提交任务""",,,,,,,,,
3113,1,火云洞9-6,1,10001,桤木西,1,,#norb恭喜你通关火云洞9_6,,0,"""提交任务""",,,,,,,,,
3115,1,火云洞9-9,1,10001,桤木西,1,,#norb恭喜你通关火云洞9_9,,0,"""提交任务""",,,,,,,,,
3117,1,火云洞10-3,1,10001,桤木西,1,,#norb恭喜你通关火云洞10_3,,0,"""提交任务""",,,,,,,,,
3119,1,火云洞10-6,1,10001,桤木西,1,,#norb恭喜你通关火云洞10_6,,0,"""提交任务""",,,,,,,,,
3121,1,火云洞10-9,1,10001,桤木西,1,,#norb恭喜你通关火云洞10_9,,0,"""提交任务""",,,,,,,,,
3123,1,火云洞11-3,1,10001,桤木西,1,,#norb恭喜你通关火云洞11_3,,0,"""提交任务""",,,,,,,,,
3125,1,火云洞11-6,1,10001,桤木西,1,,#norb恭喜你通关火云洞11_6,,0,"""提交任务""",,,,,,,,,
3127,1,火云洞11-13,1,10001,桤木西,1,,#norb恭喜你通关火云洞11_13,,0,"""提交任务""",,,,,,,,,
3129,1,火云洞12-3,1,10001,桤木西,1,,#norb恭喜你通关火云洞12_3,,0,"""提交任务""",,,,,,,,,
3131,1,火云洞12-6,1,10001,桤木西,1,,#norb恭喜你通关火云洞12_6,,0,"""提交任务""",,,,,,,,,
3133,1,火云洞12-13,1,10001,桤木西,1,,#norb恭喜你通关火云洞12_13,,0,"""提交任务""",,,,,,,,,
3135,1,火云洞13-3,1,10001,桤木西,1,,#norb恭喜你通关火云洞13_3,,0,"""提交任务""",,,,,,,,,
3137,1,火云洞13-6,1,10001,桤木西,1,,#norb恭喜你通关火云洞13_6,,0,"""提交任务""",,,,,,,,,
3139,1,火云洞13-10,1,10001,桤木西,1,,#norb恭喜你通关火云洞13_10,,0,"""提交任务""",,,,,,,,,
3141,1,前往通天河,1,10001,桤木西,1,,#norb恭喜你完成前往通天河,,0,"""提交任务""",,,,,,,,,
3143,1,通天河1-3,1,10001,桤木西,1,,#norb恭喜你通关通天河1_3,,0,"""提交任务""",,,,,,,,,
3145,1,通天河1-6,1,10001,桤木西,1,,#norb恭喜你通关通天河1_6,,0,"""提交任务""",,,,,,,,,
3147,1,通天河1-9,1,10001,桤木西,1,,#norb恭喜你通关通天河1_9,,0,"""提交任务""",,,,,,,,,
3149,1,通天河2-3,1,10001,桤木西,1,,#norb恭喜你通关通天河2_3,,0,"""提交任务""",,,,,,,,,
3151,1,通天河2-6,1,10001,桤木西,1,,#norb恭喜你通关通天河2_6,,0,"""提交任务""",,,,,,,,,
3153,1,通天河2-9,1,10001,桤木西,1,,#norb恭喜你通关通天河2_9,,0,"""提交任务""",,,,,,,,,
3155,1,通天河3-3,1,10001,桤木西,1,,#norb恭喜你通关通天河3_3,,0,"""提交任务""",,,,,,,,,
3157,1,通天河3-6,1,10001,桤木西,1,,#norb恭喜你通关通天河3_6,,0,"""提交任务""",,,,,,,,,
3159,1,通天河3-9,1,10001,桤木西,1,,#norb恭喜你通关通天河3_9,,0,"""提交任务""",,,,,,,,,
3161,1,通天河4-3,1,10001,桤木西,1,,#norb恭喜你通关通天河4_3,,0,"""提交任务""",,,,,,,,,
3163,1,通天河4-6,1,10001,桤木西,1,,#norb恭喜你通关通天河4_6,,0,"""提交任务""",,,,,,,,,
3165,1,通天河4-9,1,10001,桤木西,1,,#norb恭喜你通关通天河4_9,,0,"""提交任务""",,,,,,,,,
3167,1,通天河5-3,1,10001,桤木西,1,,#norb恭喜你通关通天河5_3,,0,"""提交任务""",,,,,,,,,
3169,1,通天河5-6,1,10001,桤木西,1,,#norb恭喜你通关通天河5_6,,0,"""提交任务""",,,,,,,,,
3171,1,通天河5-9,1,10001,桤木西,1,,#norb恭喜你通关通天河5_9,,0,"""提交任务""",,,,,,,,,
3173,1,通天河6-3,1,10001,桤木西,1,,#norb恭喜你通关通天河6_3,,0,"""提交任务""",,,,,,,,,
3175,1,通天河6-6,1,10001,桤木西,1,,#norb恭喜你通关通天河6_6,,0,"""提交任务""",,,,,,,,,
3177,1,通天河6-9,1,10001,桤木西,1,,#norb恭喜你通关通天河6_9,,0,"""提交任务""",,,,,,,,,
3179,1,通天河7-3,1,10001,桤木西,1,,#norb恭喜你通关通天河7_3,,0,"""提交任务""",,,,,,,,,
3181,1,通天河7-6,1,10001,桤木西,1,,#norb恭喜你通关通天河7_6,,0,"""提交任务""",,,,,,,,,
3183,1,通天河7-9,1,10001,桤木西,1,,#norb恭喜你通关通天河7_9,,0,"""提交任务""",,,,,,,,,
3185,1,通天河8-3,1,10001,桤木西,1,,#norb恭喜你通关通天河8_3,,0,"""提交任务""",,,,,,,,,
3187,1,通天河8-6,1,10001,桤木西,1,,#norb恭喜你通关通天河8_6,,0,"""提交任务""",,,,,,,,,
3189,1,通天河8-9,1,10001,桤木西,1,,#norb恭喜你通关通天河8_9,,0,"""提交任务""",,,,,,,,,
3191,1,通天河9-3,1,10001,桤木西,1,,#norb恭喜你通关通天河9_3,,0,"""提交任务""",,,,,,,,,
3193,1,通天河9-6,1,10001,桤木西,1,,#norb恭喜你通关通天河9_6,,0,"""提交任务""",,,,,,,,,
3195,1,通天河9-9,1,10001,桤木西,1,,#norb恭喜你通关通天河9_9,,0,"""提交任务""",,,,,,,,,
3197,1,通天河10-3,1,10001,桤木西,1,,#norb恭喜你通关通天河10_3,,0,"""提交任务""",,,,,,,,,
3199,1,通天河10-6,1,10001,桤木西,1,,#norb恭喜你通关通天河10_6,,0,"""提交任务""",,,,,,,,,
3201,1,通天河10-9,1,10001,桤木西,1,,#norb恭喜你通关通天河10_9,,0,"""提交任务""",,,,,,,,,
3203,1,通天河11-3,1,10001,桤木西,1,,#norb恭喜你通关通天河11_3,,0,"""提交任务""",,,,,,,,,
3205,1,通天河11-6,1,10001,桤木西,1,,#norb恭喜你通关通天河11_6,,0,"""提交任务""",,,,,,,,,
3207,1,通天河11-13,1,10001,桤木西,1,,#norb恭喜你通关通天河11_13,,0,"""提交任务""",,,,,,,,,
3209,1,通天河12-3,1,10001,桤木西,1,,#norb恭喜你通关通天河12_3,,0,"""提交任务""",,,,,,,,,
3211,1,通天河12-6,1,10001,桤木西,1,,#norb恭喜你通关通天河12_6,,0,"""提交任务""",,,,,,,,,
3213,1,通天河12-13,1,10001,桤木西,1,,#norb恭喜你通关通天河12_13,,0,"""提交任务""",,,,,,,,,
3215,1,通天河13-3,1,10001,桤木西,1,,#norb恭喜你通关通天河13_3,,0,"""提交任务""",,,,,,,,,
3217,1,通天河13-6,1,10001,桤木西,1,,#norb恭喜你通关通天河13_6,,0,"""提交任务""",,,,,,,,,
3219,1,通天河13-10,1,10001,桤木西,1,,#norb恭喜你通关通天河13_10,,0,"""提交任务""",,,,,,,,,
3221,1,前往女儿国,1,10001,桤木西,1,,#norb恭喜你完成前往女儿国,,0,"""提交任务""",,,,,,,,,
