#序号,任务名称,npcId,对话npc,任务提示,背景描述,奖励描述,任务类型名称,任务类型（主线任务1）,能否放弃,接受和完成任务接听（1：接受新任务  2：完成任务）,任务跟踪完成信息XML,任务跟踪完成信息普通文本,寻路链接参数（根据不同协议，提供不同超链接给显示内容）
TaskId_kn,TaskName_s,NpcIds_s,NpcNames_s,TaskTips_s,TaskBackground_s,TaskPrize_s,TaskTypeName_s,TaskType_n,Cancel_n,Listen_t1,TraceXMLContent_s,TraceContent_s,FindLink_t
5045,蜘蛛洞6-10,10001,桤木西,蜘蛛洞6-10,蜘蛛洞6-10,,主线,1,,,蜘蛛洞6-10#lime（已完成),与%s对话,
5047,蜘蛛洞7-10,10001,桤木西,蜘蛛洞7-10,蜘蛛洞7-10,,主线,1,,,蜘蛛洞7-10#lime（已完成),与%s对话,
5049,蜘蛛洞8-10,10001,桤木西,蜘蛛洞8-10,蜘蛛洞8-10,,主线,1,,,蜘蛛洞8-10#lime（已完成),与%s对话,
5051,蜘蛛洞9-10,10001,桤木西,蜘蛛洞9-10,蜘蛛洞9-10,,主线,1,,,蜘蛛洞9-10#lime（已完成),与%s对话,
5053,蜘蛛洞10-10,10001,桤木西,蜘蛛洞10-10,蜘蛛洞10-10,,主线,1,,,蜘蛛洞10-10#lime（已完成),与%s对话,
5055,蜘蛛洞11-10,10001,桤木西,蜘蛛洞11-10,蜘蛛洞11-10,,主线,1,,,蜘蛛洞11-10#lime（已完成),与%s对话,
5057,蜘蛛洞12-10,10001,桤木西,蜘蛛洞12-10,蜘蛛洞12-10,,主线,1,,,蜘蛛洞12-10#lime（已完成),与%s对话,
5059,蜘蛛洞13-10,10001,桤木西,蜘蛛洞13-10,蜘蛛洞13-10,,主线,1,,,蜘蛛洞13-10#lime（已完成),与%s对话,
5061,蜘蛛洞14-10,10001,桤木西,蜘蛛洞14-10,蜘蛛洞14-10,,主线,1,,,蜘蛛洞14-10#lime（已完成),与%s对话,
5063,蜘蛛洞15-10,10001,桤木西,蜘蛛洞15-10,蜘蛛洞15-10,,主线,1,,,蜘蛛洞15-10#lime（已完成),与%s对话,
5065,蜘蛛洞16-10,10001,桤木西,蜘蛛洞16-10,蜘蛛洞16-10,,主线,1,,,蜘蛛洞16-10#lime（已完成),与%s对话,
5067,前往狮驼山,10001,桤木西,前往狮驼山,前往狮驼山,,主线,1,,,前往狮驼山#lime（已完成),与%s对话,
5069,狮驼山1-10,10001,桤木西,狮驼山1-10,狮驼山1-10,,主线,1,,,狮驼山1-10#lime（已完成),与%s对话,
5071,狮驼山2-10,10001,桤木西,狮驼山2-10,狮驼山2-10,,主线,1,,,狮驼山2-10#lime（已完成),与%s对话,
5073,狮驼山3-10,10001,桤木西,狮驼山3-10,狮驼山3-10,,主线,1,,,狮驼山3-10#lime（已完成),与%s对话,
5075,狮驼山4-10,10001,桤木西,狮驼山4-10,狮驼山4-10,,主线,1,,,狮驼山4-10#lime（已完成),与%s对话,
5077,狮驼山5-10,10001,桤木西,狮驼山5-10,狮驼山5-10,,主线,1,,,狮驼山5-10#lime（已完成),与%s对话,
5079,狮驼山6-10,10001,桤木西,狮驼山6-10,狮驼山6-10,,主线,1,,,狮驼山6-10#lime（已完成),与%s对话,
5081,狮驼山7-10,10001,桤木西,狮驼山7-10,狮驼山7-10,,主线,1,,,狮驼山7-10#lime（已完成),与%s对话,
5083,狮驼山8-10,10001,桤木西,狮驼山8-10,狮驼山8-10,,主线,1,,,狮驼山8-10#lime（已完成),与%s对话,
5085,狮驼山9-10,10001,桤木西,狮驼山9-10,狮驼山9-10,,主线,1,,,狮驼山9-10#lime（已完成),与%s对话,
5087,狮驼山10-10,10001,桤木西,狮驼山10-10,狮驼山10-10,,主线,1,,,狮驼山10-10#lime（已完成),与%s对话,
5089,狮驼山11-10,10001,桤木西,狮驼山11-10,狮驼山11-10,,主线,1,,,狮驼山11-10#lime（已完成),与%s对话,
5091,狮驼山12-10,10001,桤木西,狮驼山12-10,狮驼山12-10,,主线,1,,,狮驼山12-10#lime（已完成),与%s对话,
5093,狮驼山13-10,10001,桤木西,狮驼山13-10,狮驼山13-10,,主线,1,,,狮驼山13-10#lime（已完成),与%s对话,
5095,狮驼山14-10,10001,桤木西,狮驼山14-10,狮驼山14-10,,主线,1,,,狮驼山14-10#lime（已完成),与%s对话,
5097,狮驼山15-10,10001,桤木西,狮驼山15-10,狮驼山15-10,,主线,1,,,狮驼山15-10#lime（已完成),与%s对话,
5099,狮驼山16-10,10001,桤木西,狮驼山16-10,狮驼山16-10,,主线,1,,,狮驼山16-10#lime（已完成),与%s对话,
5101,狮驼山17-10,10001,桤木西,狮驼山17-10,狮驼山17-10,,主线,1,,,狮驼山17-10#lime（已完成),与%s对话,
5103,前往天竺,10001,桤木西,前往天竺,前往天竺,,主线,1,,,前往天竺#lime（已完成),与%s对话,
5105,天竺1-10,10001,桤木西,天竺1-10,天竺1-10,,主线,1,,,天竺1-10#lime（已完成),与%s对话,
5107,天竺2-10,10001,桤木西,天竺2-10,天竺2-10,,主线,1,,,天竺2-10#lime（已完成),与%s对话,
5109,天竺3-10,10001,桤木西,天竺3-10,天竺3-10,,主线,1,,,天竺3-10#lime（已完成),与%s对话,
5111,天竺4-10,10001,桤木西,天竺4-10,天竺4-10,,主线,1,,,天竺4-10#lime（已完成),与%s对话,
5113,天竺5-10,10001,桤木西,天竺5-10,天竺5-10,,主线,1,,,天竺5-10#lime（已完成),与%s对话,
5115,天竺6-10,10001,桤木西,天竺6-10,天竺6-10,,主线,1,,,天竺6-10#lime（已完成),与%s对话,
5117,天竺7-10,10001,桤木西,天竺7-10,天竺7-10,,主线,1,,,天竺7-10#lime（已完成),与%s对话,
5119,天竺8-10,10001,桤木西,天竺8-10,天竺8-10,,主线,1,,,天竺8-10#lime（已完成),与%s对话,
5121,天竺9-10,10001,桤木西,天竺9-10,天竺9-10,,主线,1,,,天竺9-10#lime（已完成),与%s对话,
5123,天竺10-10,10001,桤木西,天竺10-10,天竺10-10,,主线,1,,,天竺10-10#lime（已完成),与%s对话,
5125,天竺11-10,10001,桤木西,天竺11-10,天竺11-10,,主线,1,,,天竺11-10#lime（已完成),与%s对话,
5127,天竺12-10,10001,桤木西,天竺12-10,天竺12-10,,主线,1,,,天竺12-10#lime（已完成),与%s对话,
5129,天竺13-10,10001,桤木西,天竺13-10,天竺13-10,,主线,1,,,天竺13-10#lime（已完成),与%s对话,
5131,天竺14-10,10001,桤木西,天竺14-10,天竺14-10,,主线,1,,,天竺14-10#lime（已完成),与%s对话,
5133,天竺15-10,10001,桤木西,天竺15-10,天竺15-10,,主线,1,,,天竺15-10#lime（已完成),与%s对话,
5135,天竺16-10,10001,桤木西,天竺16-10,天竺16-10,,主线,1,,,天竺16-10#lime（已完成),与%s对话,
5137,天竺17-10,10001,桤木西,天竺17-10,天竺17-10,,主线,1,,,天竺17-10#lime（已完成),与%s对话,
5139,前往灵山,10001,桤木西,前往灵山,前往灵山,,主线,1,,,前往灵山#lime（已完成),与%s对话,
5141,灵山1-10,10001,桤木西,灵山1-10,灵山1-10,,主线,1,,,灵山1-10#lime（已完成),与%s对话,
5143,灵山2-10,10001,桤木西,灵山2-10,灵山2-10,,主线,1,,,灵山2-10#lime（已完成),与%s对话,
5145,灵山3-10,10001,桤木西,灵山3-10,灵山3-10,,主线,1,,,灵山3-10#lime（已完成),与%s对话,
5147,灵山4-10,10001,桤木西,灵山4-10,灵山4-10,,主线,1,,,灵山4-10#lime（已完成),与%s对话,
5149,灵山5-10,10001,桤木西,灵山5-10,灵山5-10,,主线,1,,,灵山5-10#lime（已完成),与%s对话,
5151,灵山6-10,10001,桤木西,灵山6-10,灵山6-10,,主线,1,,,灵山6-10#lime（已完成),与%s对话,
5153,灵山7-10,10001,桤木西,灵山7-10,灵山7-10,,主线,1,,,灵山7-10#lime（已完成),与%s对话,
5155,灵山8-10,10001,桤木西,灵山8-10,灵山8-10,,主线,1,,,灵山8-10#lime（已完成),与%s对话,
5157,灵山9-10,10001,桤木西,灵山9-10,灵山9-10,,主线,1,,,灵山9-10#lime（已完成),与%s对话,
5159,灵山10-10,10001,桤木西,灵山10-10,灵山10-10,,主线,1,,,灵山10-10#lime（已完成),与%s对话,
5161,灵山11-10,10001,桤木西,灵山11-10,灵山11-10,,主线,1,,,灵山11-10#lime（已完成),与%s对话,
5163,灵山12-10,10001,桤木西,灵山12-10,灵山12-10,,主线,1,,,灵山12-10#lime（已完成),与%s对话,
5165,灵山13-10,10001,桤木西,灵山13-10,灵山13-10,,主线,1,,,灵山13-10#lime（已完成),与%s对话,
5167,灵山14-10,10001,桤木西,灵山14-10,灵山14-10,,主线,1,,,灵山14-10#lime（已完成),与%s对话,
5169,灵山15-10,10001,桤木西,灵山15-10,灵山15-10,,主线,1,,,灵山15-10#lime（已完成),与%s对话,
5171,灵山16-10,10001,桤木西,灵山16-10,灵山16-10,,主线,1,,,灵山16-10#lime（已完成),与%s对话,
5173,灵山17-10,10001,桤木西,灵山17-10,灵山17-10,,主线,1,,,灵山17-10#lime（已完成),与%s对话,
5175,灵山18-10,10001,桤木西,灵山18-10,灵山18-10,,主线,1,,,灵山18-10#lime（已完成),与%s对话,
5177,灵山19-10,10001,桤木西,灵山19-10,灵山19-10,,主线,1,,,灵山19-10#lime（已完成),与%s对话,
5179,灵山20-10,10001,桤木西,灵山20-10,灵山20-10,,主线,1,,,灵山20-10#lime（已完成),与%s对话,
5181,前往两界山,10001,桤木西,前往两界山,前往两界山,,主线,1,,,前往两界山#lime（已完成),与%s对话,
5183,两界山1-10,10001,桤木西,两界山1-10,两界山1-10,,主线,1,,,两界山1-10#lime（已完成),与%s对话,
5185,两界山2-10,10001,桤木西,两界山2-10,两界山2-10,,主线,1,,,两界山2-10#lime（已完成),与%s对话,
5187,两界山3-10,10001,桤木西,两界山3-10,两界山3-10,,主线,1,,,两界山3-10#lime（已完成),与%s对话,
5189,两界山4-10,10001,桤木西,两界山4-10,两界山4-10,,主线,1,,,两界山4-10#lime（已完成),与%s对话,
5191,两界山5-10,10001,桤木西,两界山5-10,两界山5-10,,主线,1,,,两界山5-10#lime（已完成),与%s对话,
5193,两界山6-10,10001,桤木西,两界山6-10,两界山6-10,,主线,1,,,两界山6-10#lime（已完成),与%s对话,
5195,两界山7-10,10001,桤木西,两界山7-10,两界山7-10,,主线,1,,,两界山7-10#lime（已完成),与%s对话,
5197,两界山8-10,10001,桤木西,两界山8-10,两界山8-10,,主线,1,,,两界山8-10#lime（已完成),与%s对话,
5199,两界山9-10,10001,桤木西,两界山9-10,两界山9-10,,主线,1,,,两界山9-10#lime（已完成),与%s对话,
5201,两界山10-10,10001,桤木西,两界山10-10,两界山10-10,,主线,1,,,两界山10-10#lime（已完成),与%s对话,
5203,两界山11-10,10001,桤木西,两界山11-10,两界山11-10,,主线,1,,,两界山11-10#lime（已完成),与%s对话,
5205,两界山12-10,10001,桤木西,两界山12-10,两界山12-10,,主线,1,,,两界山12-10#lime（已完成),与%s对话,
5207,两界山13-10,10001,桤木西,两界山13-10,两界山13-10,,主线,1,,,两界山13-10#lime（已完成),与%s对话,
5209,两界山14-10,10001,桤木西,两界山14-10,两界山14-10,,主线,1,,,两界山14-10#lime（已完成),与%s对话,
5211,两界山15-10,10001,桤木西,两界山15-10,两界山15-10,,主线,1,,,两界山15-10#lime（已完成),与%s对话,
5213,两界山16-10,10001,桤木西,两界山16-10,两界山16-10,,主线,1,,,两界山16-10#lime（已完成),与%s对话,
5215,两界山17-10,10001,桤木西,两界山17-10,两界山17-10,,主线,1,,,两界山17-10#lime（已完成),与%s对话,
5217,两界山18-10,10001,桤木西,两界山18-10,两界山18-10,,主线,1,,,两界山18-10#lime（已完成),与%s对话,
5219,两界山19-10,10001,桤木西,两界山19-10,两界山19-10,,主线,1,,,两界山19-10#lime（已完成),与%s对话,
5221,两界山20-10,10001,桤木西,两界山20-10,两界山20-10,,主线,1,,,两界山20-10#lime（已完成),与%s对话,
5223,前往南天门,10001,桤木西,前往南天门,前往南天门,,主线,1,,,前往南天门#lime（已完成),与%s对话,
5225,南天门1-10,10001,桤木西,南天门1-10,南天门1-10,,主线,1,,,南天门1-10#lime（已完成),与%s对话,
5227,南天门2-10,10001,桤木西,南天门2-10,南天门2-10,,主线,1,,,南天门2-10#lime（已完成),与%s对话,
5229,南天门3-10,10001,桤木西,南天门3-10,南天门3-10,,主线,1,,,南天门3-10#lime（已完成),与%s对话,
5231,南天门4-10,10001,桤木西,南天门4-10,南天门4-10,,主线,1,,,南天门4-10#lime（已完成),与%s对话,
5233,南天门5-10,10001,桤木西,南天门5-10,南天门5-10,,主线,1,,,南天门5-10#lime（已完成),与%s对话,
5235,南天门6-10,10001,桤木西,南天门6-10,南天门6-10,,主线,1,,,南天门6-10#lime（已完成),与%s对话,
5237,南天门7-10,10001,桤木西,南天门7-10,南天门7-10,,主线,1,,,南天门7-10#lime（已完成),与%s对话,
5239,南天门8-10,10001,桤木西,南天门8-10,南天门8-10,,主线,1,,,南天门8-10#lime（已完成),与%s对话,
5241,南天门9-10,10001,桤木西,南天门9-10,南天门9-10,,主线,1,,,南天门9-10#lime（已完成),与%s对话,
5243,南天门10-10,10001,桤木西,南天门10-10,南天门10-10,,主线,1,,,南天门10-10#lime（已完成),与%s对话,
5245,南天门11-10,10001,桤木西,南天门11-10,南天门11-10,,主线,1,,,南天门11-10#lime（已完成),与%s对话,
5247,南天门12-10,10001,桤木西,南天门12-10,南天门12-10,,主线,1,,,南天门12-10#lime（已完成),与%s对话,
5249,南天门13-10,10001,桤木西,南天门13-10,南天门13-10,,主线,1,,,南天门13-10#lime（已完成),与%s对话,
5251,南天门14-10,10001,桤木西,南天门14-10,南天门14-10,,主线,1,,,南天门14-10#lime（已完成),与%s对话,
5253,南天门15-10,10001,桤木西,南天门15-10,南天门15-10,,主线,1,,,南天门15-10#lime（已完成),与%s对话,
5255,南天门16-10,10001,桤木西,南天门16-10,南天门16-10,,主线,1,,,南天门16-10#lime（已完成),与%s对话,
5257,南天门17-10,10001,桤木西,南天门17-10,南天门17-10,,主线,1,,,南天门17-10#lime（已完成),与%s对话,
5259,南天门18-10,10001,桤木西,南天门18-10,南天门18-10,,主线,1,,,南天门18-10#lime（已完成),与%s对话,
5261,南天门19-10,10001,桤木西,南天门19-10,南天门19-10,,主线,1,,,南天门19-10#lime（已完成),与%s对话,
5263,南天门20-10,10001,桤木西,南天门20-10,南天门20-10,,主线,1,,,南天门20-10#lime（已完成),与%s对话,
5265,南天门21-10,10001,桤木西,南天门21-10,南天门21-10,,主线,1,,,南天门21-10#lime（已完成),与%s对话,
5267,南天门22-10,10001,桤木西,南天门22-10,南天门22-10,,主线,1,,,南天门22-10#lime（已完成),与%s对话,
5269,南天门23-10,10001,桤木西,南天门23-10,南天门23-10,,主线,1,,,南天门23-10#lime（已完成),与%s对话,
5271,南天门24-10,10001,桤木西,南天门24-10,南天门24-10,,主线,1,,,南天门24-10#lime（已完成),与%s对话,
5273,南天门25-10,10001,桤木西,南天门25-10,南天门25-10,,主线,1,,,南天门25-10#lime（已完成),与%s对话,
5275,前往瑶池仙境,10001,桤木西,前往瑶池仙境,前往瑶池仙境,,主线,1,,,前往瑶池仙境#lime（已完成),与%s对话,
5277,瑶池仙境1-10,10001,桤木西,瑶池仙境1-10,瑶池仙境1-10,,主线,1,,,瑶池仙境1-10#lime（已完成),与%s对话,
5279,瑶池仙境2-10,10001,桤木西,瑶池仙境2-10,瑶池仙境2-10,,主线,1,,,瑶池仙境2-10#lime（已完成),与%s对话,
5281,瑶池仙境3-10,10001,桤木西,瑶池仙境3-10,瑶池仙境3-10,,主线,1,,,瑶池仙境3-10#lime（已完成),与%s对话,
5283,瑶池仙境4-10,10001,桤木西,瑶池仙境4-10,瑶池仙境4-10,,主线,1,,,瑶池仙境4-10#lime（已完成),与%s对话,
5285,瑶池仙境5-10,10001,桤木西,瑶池仙境5-10,瑶池仙境5-10,,主线,1,,,瑶池仙境5-10#lime（已完成),与%s对话,
5287,瑶池仙境6-10,10001,桤木西,瑶池仙境6-10,瑶池仙境6-10,,主线,1,,,瑶池仙境6-10#lime（已完成),与%s对话,
5289,瑶池仙境7-10,10001,桤木西,瑶池仙境7-10,瑶池仙境7-10,,主线,1,,,瑶池仙境7-10#lime（已完成),与%s对话,
5291,瑶池仙境8-10,10001,桤木西,瑶池仙境8-10,瑶池仙境8-10,,主线,1,,,瑶池仙境8-10#lime（已完成),与%s对话,
5293,瑶池仙境9-10,10001,桤木西,瑶池仙境9-10,瑶池仙境9-10,,主线,1,,,瑶池仙境9-10#lime（已完成),与%s对话,
5295,瑶池仙境10-10,10001,桤木西,瑶池仙境10-10,瑶池仙境10-10,,主线,1,,,瑶池仙境10-10#lime（已完成),与%s对话,
5297,瑶池仙境11-10,10001,桤木西,瑶池仙境11-10,瑶池仙境11-10,,主线,1,,,瑶池仙境11-10#lime（已完成),与%s对话,
5299,瑶池仙境12-10,10001,桤木西,瑶池仙境12-10,瑶池仙境12-10,,主线,1,,,瑶池仙境12-10#lime（已完成),与%s对话,
5301,瑶池仙境13-10,10001,桤木西,瑶池仙境13-10,瑶池仙境13-10,,主线,1,,,瑶池仙境13-10#lime（已完成),与%s对话,
5303,瑶池仙境14-10,10001,桤木西,瑶池仙境14-10,瑶池仙境14-10,,主线,1,,,瑶池仙境14-10#lime（已完成),与%s对话,
5305,瑶池仙境15-10,10001,桤木西,瑶池仙境15-10,瑶池仙境15-10,,主线,1,,,瑶池仙境15-10#lime（已完成),与%s对话,
5307,瑶池仙境16-10,10001,桤木西,瑶池仙境16-10,瑶池仙境16-10,,主线,1,,,瑶池仙境16-10#lime（已完成),与%s对话,
5309,瑶池仙境17-10,10001,桤木西,瑶池仙境17-10,瑶池仙境17-10,,主线,1,,,瑶池仙境17-10#lime（已完成),与%s对话,
5311,瑶池仙境18-10,10001,桤木西,瑶池仙境18-10,瑶池仙境18-10,,主线,1,,,瑶池仙境18-10#lime（已完成),与%s对话,
5313,瑶池仙境19-10,10001,桤木西,瑶池仙境19-10,瑶池仙境19-10,,主线,1,,,瑶池仙境19-10#lime（已完成),与%s对话,
5315,瑶池仙境20-10,10001,桤木西,瑶池仙境20-10,瑶池仙境20-10,,主线,1,,,瑶池仙境20-10#lime（已完成),与%s对话,
5317,瑶池仙境21-10,10001,桤木西,瑶池仙境21-10,瑶池仙境21-10,,主线,1,,,瑶池仙境21-10#lime（已完成),与%s对话,
5319,瑶池仙境22-10,10001,桤木西,瑶池仙境22-10,瑶池仙境22-10,,主线,1,,,瑶池仙境22-10#lime（已完成),与%s对话,
5321,瑶池仙境23-10,10001,桤木西,瑶池仙境23-10,瑶池仙境23-10,,主线,1,,,瑶池仙境23-10#lime（已完成),与%s对话,
5323,瑶池仙境24-10,10001,桤木西,瑶池仙境24-10,瑶池仙境24-10,,主线,1,,,瑶池仙境24-10#lime（已完成),与%s对话,
5325,瑶池仙境25-10,10001,桤木西,瑶池仙境25-10,瑶池仙境25-10,,主线,1,,,瑶池仙境25-10#lime（已完成),与%s对话,
