任务序号,对话序号,任务名字,类型（0普通1隐形节点）,npcId,对话npc,选择显示面板（1是正常对话框，2是剧情对话框）,仅对nodeId=0使用。nodeId=0是功能按钮，判断是否隐藏功能按钮。nodeId=0时候，如果有跳转判断就会自动切入对话,内容 ,选项1,跳转1,操作1（1记录对话节点2提交任务3触发战斗4记录npc）,选项2,跳转2,操作2,选项3,跳转3,操作3,选项4,跳转4,操作4
1047,1,东海湾1-8,1,10001,桤木西,1,,#norb恭喜你通关东海湾1_8,,0,"""提交任务""",,,,,,,,,
1049,1,穿戴10件装备,1,10001,桤木西,1,,#norb恭喜你完成穿戴10件装备,,0,"""提交任务""",,,,,,,,,
1051,1,熔炼一次装备,1,10001,桤木西,1,,#norb恭喜你完成熔炼一次装备,,0,"""提交任务""",,,,,,,,,
1053,1,东海湾1-9,1,10001,桤木西,1,,#norb恭喜你通关东海湾1_9,,0,"""提交任务""",,,,,,,,,
1055,1,等级升到20级,1,10001,桤木西,1,,#norb恭喜你完成等级升到20级,,0,"""提交任务""",,,,,,,,,
1057,1,宠物达到5级,1,10001,桤木西,1,,#norb恭喜你完成宠物达到5级,,0,"""提交任务""",,,,,,,,,
1059,1,东海湾1-10,1,10001,桤木西,1,,#norb恭喜你通关东海湾1_10,,0,"""提交任务""",,,,,,,,,
1061,1,前往凌霄宝殿,1,10001,桤木西,1,,#norb恭喜你完成前往凌霄宝殿,,0,"""提交任务""",,,,,,,,,
1063,1,开启自动战斗,1,10001,桤木西,1,,#norb恭喜你完成开启自动战斗,,0,"""提交任务""",,,,,,,,,
1065,1,凌霄宝殿1-1,1,10001,桤木西,1,,#norb恭喜你通关凌霄宝殿1-1,,0,"""提交任务""",,,,,,,,,
1067,1,宠物升级1次,1,10001,桤木西,1,,#norb恭喜你完成宠物升级1次,,0,"""提交任务""",,,,,,,,,
1069,1,凌霄宝殿1-3,1,10001,桤木西,1,,#norb恭喜你通关凌霄宝殿1-3,,0,"""提交任务""",,,,,,,,,
1071,1,熔炼一次装备,1,10001,桤木西,1,,#norb恭喜你完成熔炼一次装备,,0,"""提交任务""",,,,,,,,,
1073,1,强化达到3级,1,10001,桤木西,1,,#norb恭喜你完成强化达到3级,,0,"""提交任务""",,,,,,,,,
1075,1,凌霄宝殿1-5,1,10001,桤木西,1,,#norb恭喜你通关凌霄宝殿1-5,,0,"""提交任务""",,,,,,,,,
1077,1,凌霄宝殿1-7,1,10001,桤木西,1,,#norb恭喜你通关凌霄宝殿1-7,,0,"""提交任务""",,,,,,,,,
1079,1,等级升到30级,1,10001,桤木西,1,,#norb恭喜你完成等级升到30级,,0,"""提交任务""",,,,,,,,,
1081,1,个人BOSS1次,1,10001,桤木西,1,,#norb恭喜你完成个人BOSS1次,,0,"""提交任务""",,,,,,,,,
1083,1,秘境宝藏1-3,1,10001,桤木西,1,,#norb恭喜你通关秘境宝藏1-3,,0,"""提交任务""",,,,,,,,,
1085,1,宠物升级1次,1,10001,桤木西,1,,#norb恭喜你完成宠物升级1次,,0,"""提交任务""",,,,,,,,,
1087,1,坐骑副本1次,1,10001,桤木西,1,,#norb恭喜你通关坐骑副本,,0,"""提交任务""",,,,,,,,,
1089,1,坐骑升到3阶,1,10001,桤木西,1,,#norb恭喜你完成坐骑升到3阶,,0,"""提交任务""",,,,,,,,,
1091,1,凌霄宝殿1-10,1,10001,桤木西,1,,#norb恭喜你通关凌霄宝殿1-10,,0,"""提交任务""",,,,,,,,,
1093,1,仙君达到2阶,1,10001,桤木西,1,,#norb恭喜你完成仙君达到2阶,,0,"""提交任务""",,,,,,,,,
1095,1,秘境宝藏1-6,1,10001,桤木西,1,,#norb恭喜你通关秘境宝藏1-6,,0,"""提交任务""",,,,,,,,,
1097,1,第1章秘境星级奖励,1,10001,桤木西,1,,#norb恭喜你完成第1章秘境星级奖励,,0,"""提交任务""",,,,,,,,,
1099,1,擂台比武1次,1,10001,桤木西,1,,#norb恭喜你完成擂台比武1次,,0,"""提交任务""",,,,,,,,,
1101,1,擂台比武3次,1,10001,桤木西,1,,#norb恭喜你完成擂台比武3次,,0,"""提交任务""",,,,,,,,,
1103,1,凌霄宝殿2-4,1,10001,桤木西,1,,#norb恭喜你通关凌霄宝殿2-4,,0,"""提交任务""",,,,,,,,,
1105,1,熔炼一次装备,1,10001,桤木西,1,,#norb恭喜你完成熔炼一次装备,,0,"""提交任务""",,,,,,,,,
1107,1,精炼达到1级,1,10001,桤木西,1,,#norb恭喜你完成精炼达到1级,,0,"""提交任务""",,,,,,,,,
1109,1,凌霄宝殿2-7,1,10001,桤木西,1,,#norb恭喜你通关凌霄宝殿2-7,,0,"""提交任务""",,,,,,,,,
1111,1,凌霄宝殿2-10,1,10001,桤木西,1,,#norb恭喜你通关凌霄宝殿2-10,,0,"""提交任务""",,,,,,,,,
1113,1,前往大雁塔,1,10001,桤木西,1,,#norb恭喜你完成前往大雁塔,,0,"""提交任务""",,,,,,,,,
1115,1,东海降妖3次,1,10001,桤木西,1,,#norb恭喜你完成东海降妖3次,,0,"""提交任务""",,,,,,,,,
1117,1,大雁塔1-1,1,10001,桤木西,1,,#norb恭喜你通关大雁塔1-1,,0,"""提交任务""",,,,,,,,,
1119,1,技能达到10级,1,10001,桤木西,1,,#norb恭喜你完成技能达到10级,,0,"""提交任务""",,,,,,,,,
1121,1,大雁塔1-3,1,10001,桤木西,1,,#norb恭喜你通关大雁塔1-3,,0,"""提交任务""",,,,,,,,,
1123,1,仙君升级10次,1,10001,桤木西,1,,#norb恭喜你完成仙君升级10次,,0,"""提交任务""",,,,,,,,,
1125,1,大雁塔1-4,1,10001,桤木西,1,,#norb恭喜你通关大雁塔1-4,,0,"""提交任务""",,,,,,,,,
1127,1,秘境宝藏2-6,1,10001,桤木西,1,,#norb恭喜你通关秘境宝藏2-6,,0,"""提交任务""",,,,,,,,,
1129,1,宠物达到5级,1,10001,桤木西,1,,#norb恭喜你完成宠物达到5级,,0,"""提交任务""",,,,,,,,,
1131,1,组队副本5次,1,10001,桤木西,1,,#norb恭喜你完成组队副本5次,,0,"""提交任务""",,,,,,,,,
1133,1,大雁塔1-7,1,10001,桤木西,1,,#norb恭喜你通关大雁塔1-7,,0,"""提交任务""",,,,,,,,,
1135,1,等级达到50级,1,10001,桤木西,1,,#norb恭喜你完成等级达到50级,,0,"""提交任务""",,,,,,,,,
1137,1,天仙进阶3次,1,10001,桤木西,1,,#norb恭喜你完成天仙进阶3次,,0,"""提交任务""",,,,,,,,,
1139,1,大雁塔1-10,1,10001,桤木西,1,,#norb恭喜你通关大雁塔1_10,,0,"""提交任务""",,,,,,,,,
1141,1,皇城天塔第6关,1,10001,桤木西,1,,#norb恭喜你通关皇城天塔第6关,,0,"""提交任务""",,,,,,,,,
1143,1,大雁塔2-1,1,10001,桤木西,1,,#norb恭喜你通关大雁塔2_1,,0,"""提交任务""",,,,,,,,,
1145,1,仙君升级2次,1,10001,桤木西,1,,#norb恭喜你完成仙君升级2次,,0,"""提交任务""",,,,,,,,,
1147,1,大雁塔2-4,1,10001,桤木西,1,,#norb恭喜你通关大雁塔2_4,,0,"""提交任务""",,,,,,,,,
1149,1,大雁塔2-7,1,10001,桤木西,1,,#norb恭喜你通关大雁塔2_7,,0,"""提交任务""",,,,,,,,,
1151,1,大雁塔2-10,1,10001,桤木西,1,,#norb恭喜你通关大雁塔2_10,,0,"""提交任务""",,,,,,,,,
1153,1,等级升到60级,1,10001,桤木西,1,,#norb恭喜你完成等级升到60级,,0,"""提交任务""",,,,,,,,,
1155,1,大雁塔3-1,1,10001,桤木西,1,,#norb恭喜你通关大雁塔3_1,,0,"""提交任务""",,,,,,,,,
1157,1,大雁塔3-4,1,10001,桤木西,1,,#norb恭喜你通关大雁塔3_4,,0,"""提交任务""",,,,,,,,,
1159,1,大雁塔3-7,1,10001,桤木西,1,,#norb恭喜你通关大雁塔3_7,,0,"""提交任务""",,,,,,,,,
1161,1,大雁塔3-10,1,10001,桤木西,1,,#norb恭喜你通关大雁塔3_10,,0,"""提交任务""",,,,,,,,,
1163,1,前往长安城,1,10001,桤木西,1,,#norb恭喜你完成前往长安城,,0,"""提交任务""",,,,,,,,,
