任务序号,对话序号,任务名字,类型（0普通1隐形节点）,npcId,对话npc,选择显示面板（1是正常对话框，2是剧情对话框）,仅对nodeId=0使用。nodeId=0是功能按钮，判断是否隐藏功能按钮。nodeId=0时候，如果有跳转判断就会自动切入对话,内容 ,选项1,跳转1,操作1（1记录对话节点2提交任务3触发战斗4记录npc）,选项2,跳转2,操作2,选项3,跳转3,操作3,选项4,跳转4,操作4
5039,1,蜘蛛洞3-10,1,10001,桤木西,1,,#norb恭喜你通关蜘蛛洞3_10,,0,"""提交任务""",,,,,,,,,
5041,1,蜘蛛洞4-10,1,10001,桤木西,1,,#norb恭喜你通关蜘蛛洞4_10,,0,"""提交任务""",,,,,,,,,
5043,1,蜘蛛洞5-10,1,10001,桤木西,1,,#norb恭喜你通关蜘蛛洞5_10,,0,"""提交任务""",,,,,,,,,
5045,1,蜘蛛洞6-10,1,10001,桤木西,1,,#norb恭喜你通关蜘蛛洞6_10,,0,"""提交任务""",,,,,,,,,
5047,1,蜘蛛洞7-10,1,10001,桤木西,1,,#norb恭喜你通关蜘蛛洞7_10,,0,"""提交任务""",,,,,,,,,
5049,1,蜘蛛洞8-10,1,10001,桤木西,1,,#norb恭喜你通关蜘蛛洞8_10,,0,"""提交任务""",,,,,,,,,
5051,1,蜘蛛洞9-10,1,10001,桤木西,1,,#norb恭喜你通关蜘蛛洞9_10,,0,"""提交任务""",,,,,,,,,
5053,1,蜘蛛洞10-10,1,10001,桤木西,1,,#norb恭喜你通关蜘蛛洞10_10,,0,"""提交任务""",,,,,,,,,
5055,1,蜘蛛洞11-10,1,10001,桤木西,1,,#norb恭喜你通关蜘蛛洞11_10,,0,"""提交任务""",,,,,,,,,
5057,1,蜘蛛洞12-10,1,10001,桤木西,1,,#norb恭喜你通关蜘蛛洞12_10,,0,"""提交任务""",,,,,,,,,
5059,1,蜘蛛洞13-10,1,10001,桤木西,1,,#norb恭喜你通关蜘蛛洞13_10,,0,"""提交任务""",,,,,,,,,
5061,1,蜘蛛洞14-10,1,10001,桤木西,1,,#norb恭喜你通关蜘蛛洞14_10,,0,"""提交任务""",,,,,,,,,
5063,1,蜘蛛洞15-10,1,10001,桤木西,1,,#norb恭喜你通关蜘蛛洞15_10,,0,"""提交任务""",,,,,,,,,
5065,1,蜘蛛洞16-10,1,10001,桤木西,1,,#norb恭喜你通关蜘蛛洞16_10,,0,"""提交任务""",,,,,,,,,
5067,1,前往狮驼山,1,10001,桤木西,1,,#norb恭喜你完成前往狮驼山,,0,"""提交任务""",,,,,,,,,
5069,1,狮驼山1-10,1,10001,桤木西,1,,#norb恭喜你通关狮驼山1_10,,0,"""提交任务""",,,,,,,,,
5071,1,狮驼山2-10,1,10001,桤木西,1,,#norb恭喜你通关狮驼山2_10,,0,"""提交任务""",,,,,,,,,
5073,1,狮驼山3-10,1,10001,桤木西,1,,#norb恭喜你通关狮驼山3_10,,0,"""提交任务""",,,,,,,,,
5075,1,狮驼山4-10,1,10001,桤木西,1,,#norb恭喜你通关狮驼山4_10,,0,"""提交任务""",,,,,,,,,
5077,1,狮驼山5-10,1,10001,桤木西,1,,#norb恭喜你通关狮驼山5_10,,0,"""提交任务""",,,,,,,,,
5079,1,狮驼山6-10,1,10001,桤木西,1,,#norb恭喜你通关狮驼山6_10,,0,"""提交任务""",,,,,,,,,
5081,1,狮驼山7-10,1,10001,桤木西,1,,#norb恭喜你通关狮驼山7_10,,0,"""提交任务""",,,,,,,,,
5083,1,狮驼山8-10,1,10001,桤木西,1,,#norb恭喜你通关狮驼山8_10,,0,"""提交任务""",,,,,,,,,
5085,1,狮驼山9-10,1,10001,桤木西,1,,#norb恭喜你通关狮驼山9_10,,0,"""提交任务""",,,,,,,,,
5087,1,狮驼山10-10,1,10001,桤木西,1,,#norb恭喜你通关狮驼山10_10,,0,"""提交任务""",,,,,,,,,
5089,1,狮驼山11-10,1,10001,桤木西,1,,#norb恭喜你通关狮驼山11_10,,0,"""提交任务""",,,,,,,,,
5091,1,狮驼山12-10,1,10001,桤木西,1,,#norb恭喜你通关狮驼山12_10,,0,"""提交任务""",,,,,,,,,
5093,1,狮驼山13-10,1,10001,桤木西,1,,#norb恭喜你通关狮驼山13_10,,0,"""提交任务""",,,,,,,,,
5095,1,狮驼山14-10,1,10001,桤木西,1,,#norb恭喜你通关狮驼山14_10,,0,"""提交任务""",,,,,,,,,
5097,1,狮驼山15-10,1,10001,桤木西,1,,#norb恭喜你通关狮驼山15_10,,0,"""提交任务""",,,,,,,,,
5099,1,狮驼山16-10,1,10001,桤木西,1,,#norb恭喜你通关狮驼山16_10,,0,"""提交任务""",,,,,,,,,
5101,1,狮驼山17-10,1,10001,桤木西,1,,#norb恭喜你通关狮驼山17_10,,0,"""提交任务""",,,,,,,,,
5103,1,前往天竺,1,10001,桤木西,1,,#norb恭喜你完成前往天竺,,0,"""提交任务""",,,,,,,,,
5105,1,天竺1-10,1,10001,桤木西,1,,#norb恭喜你通关天竺1_10,,0,"""提交任务""",,,,,,,,,
5107,1,天竺2-10,1,10001,桤木西,1,,#norb恭喜你通关天竺2_10,,0,"""提交任务""",,,,,,,,,
5109,1,天竺3-10,1,10001,桤木西,1,,#norb恭喜你通关天竺3_10,,0,"""提交任务""",,,,,,,,,
5111,1,天竺4-10,1,10001,桤木西,1,,#norb恭喜你通关天竺4_10,,0,"""提交任务""",,,,,,,,,
5113,1,天竺5-10,1,10001,桤木西,1,,#norb恭喜你通关天竺5_10,,0,"""提交任务""",,,,,,,,,
5115,1,天竺6-10,1,10001,桤木西,1,,#norb恭喜你通关天竺6_10,,0,"""提交任务""",,,,,,,,,
5117,1,天竺7-10,1,10001,桤木西,1,,#norb恭喜你通关天竺7_10,,0,"""提交任务""",,,,,,,,,
5119,1,天竺8-10,1,10001,桤木西,1,,#norb恭喜你通关天竺8_10,,0,"""提交任务""",,,,,,,,,
5121,1,天竺9-10,1,10001,桤木西,1,,#norb恭喜你通关天竺9_10,,0,"""提交任务""",,,,,,,,,
5123,1,天竺10-10,1,10001,桤木西,1,,#norb恭喜你通关天竺10_10,,0,"""提交任务""",,,,,,,,,
5125,1,天竺11-10,1,10001,桤木西,1,,#norb恭喜你通关天竺11_10,,0,"""提交任务""",,,,,,,,,
5127,1,天竺12-10,1,10001,桤木西,1,,#norb恭喜你通关天竺12_10,,0,"""提交任务""",,,,,,,,,
5129,1,天竺13-10,1,10001,桤木西,1,,#norb恭喜你通关天竺13_10,,0,"""提交任务""",,,,,,,,,
5131,1,天竺14-10,1,10001,桤木西,1,,#norb恭喜你通关天竺14_10,,0,"""提交任务""",,,,,,,,,
5133,1,天竺15-10,1,10001,桤木西,1,,#norb恭喜你通关天竺15_10,,0,"""提交任务""",,,,,,,,,
5135,1,天竺16-10,1,10001,桤木西,1,,#norb恭喜你通关天竺16_10,,0,"""提交任务""",,,,,,,,,
5137,1,天竺17-10,1,10001,桤木西,1,,#norb恭喜你通关天竺17_10,,0,"""提交任务""",,,,,,,,,
5139,1,前往灵山,1,10001,桤木西,1,,#norb恭喜你完成前往灵山,,0,"""提交任务""",,,,,,,,,
5141,1,灵山1-10,1,10001,桤木西,1,,#norb恭喜你通关灵山1_10,,0,"""提交任务""",,,,,,,,,
5143,1,灵山2-10,1,10001,桤木西,1,,#norb恭喜你通关灵山2_10,,0,"""提交任务""",,,,,,,,,
5145,1,灵山3-10,1,10001,桤木西,1,,#norb恭喜你通关灵山3_10,,0,"""提交任务""",,,,,,,,,
5147,1,灵山4-10,1,10001,桤木西,1,,#norb恭喜你通关灵山4_10,,0,"""提交任务""",,,,,,,,,
5149,1,灵山5-10,1,10001,桤木西,1,,#norb恭喜你通关灵山5_10,,0,"""提交任务""",,,,,,,,,
5151,1,灵山6-10,1,10001,桤木西,1,,#norb恭喜你通关灵山6_10,,0,"""提交任务""",,,,,,,,,
5153,1,灵山7-10,1,10001,桤木西,1,,#norb恭喜你通关灵山7_10,,0,"""提交任务""",,,,,,,,,
5155,1,灵山8-10,1,10001,桤木西,1,,#norb恭喜你通关灵山8_10,,0,"""提交任务""",,,,,,,,,
5157,1,灵山9-10,1,10001,桤木西,1,,#norb恭喜你通关灵山9_10,,0,"""提交任务""",,,,,,,,,
5159,1,灵山10-10,1,10001,桤木西,1,,#norb恭喜你通关灵山10_10,,0,"""提交任务""",,,,,,,,,
5161,1,灵山11-10,1,10001,桤木西,1,,#norb恭喜你通关灵山11_10,,0,"""提交任务""",,,,,,,,,
5163,1,灵山12-10,1,10001,桤木西,1,,#norb恭喜你通关灵山12_10,,0,"""提交任务""",,,,,,,,,
5165,1,灵山13-10,1,10001,桤木西,1,,#norb恭喜你通关灵山13_10,,0,"""提交任务""",,,,,,,,,
5167,1,灵山14-10,1,10001,桤木西,1,,#norb恭喜你通关灵山14_10,,0,"""提交任务""",,,,,,,,,
5169,1,灵山15-10,1,10001,桤木西,1,,#norb恭喜你通关灵山15_10,,0,"""提交任务""",,,,,,,,,
5171,1,灵山16-10,1,10001,桤木西,1,,#norb恭喜你通关灵山16_10,,0,"""提交任务""",,,,,,,,,
5173,1,灵山17-10,1,10001,桤木西,1,,#norb恭喜你通关灵山17_10,,0,"""提交任务""",,,,,,,,,
5175,1,灵山18-10,1,10001,桤木西,1,,#norb恭喜你通关灵山18_10,,0,"""提交任务""",,,,,,,,,
5177,1,灵山19-10,1,10001,桤木西,1,,#norb恭喜你通关灵山19_10,,0,"""提交任务""",,,,,,,,,
5179,1,灵山20-10,1,10001,桤木西,1,,#norb恭喜你通关灵山20_10,,0,"""提交任务""",,,,,,,,,
5181,1,前往两界山,1,10001,桤木西,1,,#norb恭喜你完成前往两界山,,0,"""提交任务""",,,,,,,,,
5183,1,两界山1-10,1,10001,桤木西,1,,#norb恭喜你通关两界山1_10,,0,"""提交任务""",,,,,,,,,
5185,1,两界山2-10,1,10001,桤木西,1,,#norb恭喜你通关两界山2_10,,0,"""提交任务""",,,,,,,,,
5187,1,两界山3-10,1,10001,桤木西,1,,#norb恭喜你通关两界山3_10,,0,"""提交任务""",,,,,,,,,
5189,1,两界山4-10,1,10001,桤木西,1,,#norb恭喜你通关两界山4_10,,0,"""提交任务""",,,,,,,,,
5191,1,两界山5-10,1,10001,桤木西,1,,#norb恭喜你通关两界山5_10,,0,"""提交任务""",,,,,,,,,
5193,1,两界山6-10,1,10001,桤木西,1,,#norb恭喜你通关两界山6_10,,0,"""提交任务""",,,,,,,,,
5195,1,两界山7-10,1,10001,桤木西,1,,#norb恭喜你通关两界山7_10,,0,"""提交任务""",,,,,,,,,
5197,1,两界山8-10,1,10001,桤木西,1,,#norb恭喜你通关两界山8_10,,0,"""提交任务""",,,,,,,,,
5199,1,两界山9-10,1,10001,桤木西,1,,#norb恭喜你通关两界山9_10,,0,"""提交任务""",,,,,,,,,
5201,1,两界山10-10,1,10001,桤木西,1,,#norb恭喜你通关两界山10_10,,0,"""提交任务""",,,,,,,,,
5203,1,两界山11-10,1,10001,桤木西,1,,#norb恭喜你通关两界山11_10,,0,"""提交任务""",,,,,,,,,
5205,1,两界山12-10,1,10001,桤木西,1,,#norb恭喜你通关两界山12_10,,0,"""提交任务""",,,,,,,,,
5207,1,两界山13-10,1,10001,桤木西,1,,#norb恭喜你通关两界山13_10,,0,"""提交任务""",,,,,,,,,
5209,1,两界山14-10,1,10001,桤木西,1,,#norb恭喜你通关两界山14_10,,0,"""提交任务""",,,,,,,,,
5211,1,两界山15-10,1,10001,桤木西,1,,#norb恭喜你通关两界山15_10,,0,"""提交任务""",,,,,,,,,
5213,1,两界山16-10,1,10001,桤木西,1,,#norb恭喜你通关两界山16_10,,0,"""提交任务""",,,,,,,,,
5215,1,两界山17-10,1,10001,桤木西,1,,#norb恭喜你通关两界山17_10,,0,"""提交任务""",,,,,,,,,
5217,1,两界山18-10,1,10001,桤木西,1,,#norb恭喜你通关两界山18_10,,0,"""提交任务""",,,,,,,,,
5219,1,两界山19-10,1,10001,桤木西,1,,#norb恭喜你通关两界山19_10,,0,"""提交任务""",,,,,,,,,
5221,1,两界山20-10,1,10001,桤木西,1,,#norb恭喜你通关两界山20_10,,0,"""提交任务""",,,,,,,,,
5223,1,前往南天门,1,10001,桤木西,1,,#norb恭喜你完成前往南天门,,0,"""提交任务""",,,,,,,,,
5225,1,南天门1-10,1,10001,桤木西,1,,#norb恭喜你通关南天门1_10,,0,"""提交任务""",,,,,,,,,
5227,1,南天门2-10,1,10001,桤木西,1,,#norb恭喜你通关南天门2_10,,0,"""提交任务""",,,,,,,,,
5229,1,南天门3-10,1,10001,桤木西,1,,#norb恭喜你通关南天门3_10,,0,"""提交任务""",,,,,,,,,
5231,1,南天门4-10,1,10001,桤木西,1,,#norb恭喜你通关南天门4_10,,0,"""提交任务""",,,,,,,,,
5233,1,南天门5-10,1,10001,桤木西,1,,#norb恭喜你通关南天门5_10,,0,"""提交任务""",,,,,,,,,
5235,1,南天门6-10,1,10001,桤木西,1,,#norb恭喜你通关南天门6_10,,0,"""提交任务""",,,,,,,,,
5237,1,南天门7-10,1,10001,桤木西,1,,#norb恭喜你通关南天门7_10,,0,"""提交任务""",,,,,,,,,
5239,1,南天门8-10,1,10001,桤木西,1,,#norb恭喜你通关南天门8_10,,0,"""提交任务""",,,,,,,,,
5241,1,南天门9-10,1,10001,桤木西,1,,#norb恭喜你通关南天门9_10,,0,"""提交任务""",,,,,,,,,
5243,1,南天门10-10,1,10001,桤木西,1,,#norb恭喜你通关南天门10_10,,0,"""提交任务""",,,,,,,,,
5245,1,南天门11-10,1,10001,桤木西,1,,#norb恭喜你通关南天门11_10,,0,"""提交任务""",,,,,,,,,
5247,1,南天门12-10,1,10001,桤木西,1,,#norb恭喜你通关南天门12_10,,0,"""提交任务""",,,,,,,,,
5249,1,南天门13-10,1,10001,桤木西,1,,#norb恭喜你通关南天门13_10,,0,"""提交任务""",,,,,,,,,
5251,1,南天门14-10,1,10001,桤木西,1,,#norb恭喜你通关南天门14_10,,0,"""提交任务""",,,,,,,,,
5253,1,南天门15-10,1,10001,桤木西,1,,#norb恭喜你通关南天门15_10,,0,"""提交任务""",,,,,,,,,
5255,1,南天门16-10,1,10001,桤木西,1,,#norb恭喜你通关南天门16_10,,0,"""提交任务""",,,,,,,,,
5257,1,南天门17-10,1,10001,桤木西,1,,#norb恭喜你通关南天门17_10,,0,"""提交任务""",,,,,,,,,
5259,1,南天门18-10,1,10001,桤木西,1,,#norb恭喜你通关南天门18_10,,0,"""提交任务""",,,,,,,,,
5261,1,南天门19-10,1,10001,桤木西,1,,#norb恭喜你通关南天门19_10,,0,"""提交任务""",,,,,,,,,
5263,1,南天门20-10,1,10001,桤木西,1,,#norb恭喜你通关南天门20_10,,0,"""提交任务""",,,,,,,,,
5265,1,南天门21-10,1,10001,桤木西,1,,#norb恭喜你通关南天门21_10,,0,"""提交任务""",,,,,,,,,
5267,1,南天门22-10,1,10001,桤木西,1,,#norb恭喜你通关南天门22_10,,0,"""提交任务""",,,,,,,,,
5269,1,南天门23-10,1,10001,桤木西,1,,#norb恭喜你通关南天门23_10,,0,"""提交任务""",,,,,,,,,
5271,1,南天门24-10,1,10001,桤木西,1,,#norb恭喜你通关南天门24_10,,0,"""提交任务""",,,,,,,,,
5273,1,南天门25-10,1,10001,桤木西,1,,#norb恭喜你通关南天门25_10,,0,"""提交任务""",,,,,,,,,
5275,1,前往瑶池仙境,1,10001,桤木西,1,,#norb恭喜你完成前往瑶池仙境,,0,"""提交任务""",,,,,,,,,
5277,1,瑶池仙境1-10,1,10001,桤木西,1,,#norb恭喜你通关瑶池仙境1_10,,0,"""提交任务""",,,,,,,,,
5279,1,瑶池仙境2-10,1,10001,桤木西,1,,#norb恭喜你通关瑶池仙境2_10,,0,"""提交任务""",,,,,,,,,
5281,1,瑶池仙境3-10,1,10001,桤木西,1,,#norb恭喜你通关瑶池仙境3_10,,0,"""提交任务""",,,,,,,,,
5283,1,瑶池仙境4-10,1,10001,桤木西,1,,#norb恭喜你通关瑶池仙境4_10,,0,"""提交任务""",,,,,,,,,
5285,1,瑶池仙境5-10,1,10001,桤木西,1,,#norb恭喜你通关瑶池仙境5_10,,0,"""提交任务""",,,,,,,,,
5287,1,瑶池仙境6-10,1,10001,桤木西,1,,#norb恭喜你通关瑶池仙境6_10,,0,"""提交任务""",,,,,,,,,
5289,1,瑶池仙境7-10,1,10001,桤木西,1,,#norb恭喜你通关瑶池仙境7_10,,0,"""提交任务""",,,,,,,,,
5291,1,瑶池仙境8-10,1,10001,桤木西,1,,#norb恭喜你通关瑶池仙境8_10,,0,"""提交任务""",,,,,,,,,
5293,1,瑶池仙境9-10,1,10001,桤木西,1,,#norb恭喜你通关瑶池仙境9_10,,0,"""提交任务""",,,,,,,,,
5295,1,瑶池仙境10-10,1,10001,桤木西,1,,#norb恭喜你通关瑶池仙境10_10,,0,"""提交任务""",,,,,,,,,
5297,1,瑶池仙境11-10,1,10001,桤木西,1,,#norb恭喜你通关瑶池仙境11_10,,0,"""提交任务""",,,,,,,,,
5299,1,瑶池仙境12-10,1,10001,桤木西,1,,#norb恭喜你通关瑶池仙境12_10,,0,"""提交任务""",,,,,,,,,
5301,1,瑶池仙境13-10,1,10001,桤木西,1,,#norb恭喜你通关瑶池仙境13_10,,0,"""提交任务""",,,,,,,,,
5303,1,瑶池仙境14-10,1,10001,桤木西,1,,#norb恭喜你通关瑶池仙境14_10,,0,"""提交任务""",,,,,,,,,
5305,1,瑶池仙境15-10,1,10001,桤木西,1,,#norb恭喜你通关瑶池仙境15_10,,0,"""提交任务""",,,,,,,,,
5307,1,瑶池仙境16-10,1,10001,桤木西,1,,#norb恭喜你通关瑶池仙境16_10,,0,"""提交任务""",,,,,,,,,
5309,1,瑶池仙境17-10,1,10001,桤木西,1,,#norb恭喜你通关瑶池仙境17_10,,0,"""提交任务""",,,,,,,,,
5311,1,瑶池仙境18-10,1,10001,桤木西,1,,#norb恭喜你通关瑶池仙境18_10,,0,"""提交任务""",,,,,,,,,
5313,1,瑶池仙境19-10,1,10001,桤木西,1,,#norb恭喜你通关瑶池仙境19_10,,0,"""提交任务""",,,,,,,,,
5315,1,瑶池仙境20-10,1,10001,桤木西,1,,#norb恭喜你通关瑶池仙境20_10,,0,"""提交任务""",,,,,,,,,
5317,1,瑶池仙境21-10,1,10001,桤木西,1,,#norb恭喜你通关瑶池仙境21_10,,0,"""提交任务""",,,,,,,,,
5319,1,瑶池仙境22-10,1,10001,桤木西,1,,#norb恭喜你通关瑶池仙境22_10,,0,"""提交任务""",,,,,,,,,
5321,1,瑶池仙境23-10,1,10001,桤木西,1,,#norb恭喜你通关瑶池仙境23_10,,0,"""提交任务""",,,,,,,,,
5323,1,瑶池仙境24-10,1,10001,桤木西,1,,#norb恭喜你通关瑶池仙境24_10,,0,"""提交任务""",,,,,,,,,
5325,1,瑶池仙境25-10,1,10001,桤木西,1,,#norb恭喜你通关瑶池仙境25_10,,0,"""提交任务""",,,,,,,,,
