#序号,任务名称,npcId,对话npc,任务提示,背景描述,奖励描述,任务类型名称,任务类型（主线任务1）,能否放弃,接受和完成任务接听（1：接受新任务  2：完成任务）,任务跟踪完成信息XML,任务跟踪完成信息普通文本,寻路链接参数（根据不同协议，提供不同超链接给显示内容）
TaskId_kn,TaskName_s,NpcIds_s,NpcNames_s,TaskTips_s,TaskBackground_s,TaskPrize_s,TaskTypeName_s,TaskType_n,Cancel_n,Listen_t1,TraceXMLContent_s,TraceContent_s,FindLink_t
500016,封魔任务,11005,哈迪斯,冥王哈迪斯,冥王哈迪斯,,封魔,33,,"[""新接任务""]={[""打开对话节点""]={-500016, 11005, 1},[""任务跟踪提示""]={17, ""#space#lime#red神魔#rf（护盾，可通过打断或驱散增益技能破解）出现在圣地#deepskyblue在拉面店#rf附近，请把它封印""}}, [""响应完成任务""]={[""文字提示""]={17, ""任务完成""},[""封魔进度""]={17}}",与%s对话,与%s对话,
500017,封魔任务,11005,哈迪斯,冥王哈迪斯,冥王哈迪斯,,封魔,33,,"[""新接任务""]={[""打开对话节点""]={-500017, 11005, 1},[""任务跟踪提示""]={17, ""#space#lime#red小丑魔#rf（法防高）出现在圣地#deepskyblue有烂木头的水池#rf附近，请把它封印""}}, [""响应完成任务""]={[""文字提示""]={17, ""任务完成""},[""封魔进度""]={17}}",与%s对话,与%s对话,
500018,封魔任务,11005,哈迪斯,冥王哈迪斯,冥王哈迪斯,,封魔,33,,"[""新接任务""]={[""打开对话节点""]={-500018, 11005, 1},[""任务跟踪提示""]={17, ""#space#lime#red巨魔#rf（复活期间受到5次攻击将无法复活）出现在圣地#deepskyblue大坑#rf附近，请把它封印""}}, [""响应完成任务""]={[""文字提示""]={17, ""任务完成""},[""封魔进度""]={17}}",与%s对话,与%s对话,
500019,封魔任务,11005,哈迪斯,冥王哈迪斯,冥王哈迪斯,,封魔,33,,"[""新接任务""]={[""打开对话节点""]={-500019, 11005, 1},[""任务跟踪提示""]={17, ""#space#lime#red巨魔#rf（复活期间受到5次攻击将无法复活）出现在圣地#deepskyblue大坑#rf附近，请把它封印""}}, [""响应完成任务""]={[""文字提示""]={17, ""任务完成""},[""封魔进度""]={17}}",与%s对话,与%s对话,
500020,封魔任务,11005,哈迪斯,冥王哈迪斯,冥王哈迪斯,,封魔,33,,"[""新接任务""]={[""打开对话节点""]={-500020, 11005, 1},[""任务跟踪提示""]={17, ""#space#lime#red夜魔#rf（降低敌方输出，可驱散）出现在圣地#deepskyblue在拉面店#rf附近，请把它封印""}}, [""响应完成任务""]={[""文字提示""]={17, ""任务完成""},[""封魔进度""]={17}}",与%s对话,与%s对话,
500021,封魔任务,11005,哈迪斯,冥王哈迪斯,冥王哈迪斯,,封魔,33,,"[""新接任务""]={[""打开对话节点""]={-500021, 11005, 1},[""任务跟踪提示""]={17, ""#space#lime#red夜魔#rf（降低敌方输出，可驱散）出现在圣地#deepskyblue冰晶#rf附近，请把它封印""}}, [""响应完成任务""]={[""文字提示""]={17, ""任务完成""},[""封魔进度""]={17}}",与%s对话,与%s对话,
500022,封魔任务,11005,哈迪斯,冥王哈迪斯,冥王哈迪斯,,封魔,33,,"[""新接任务""]={[""打开对话节点""]={-500022, 11005, 1},[""任务跟踪提示""]={17, ""#space#lime#red巨魔#rf（复活期间受到5次攻击将无法复活）出现在圣地#deepskyblue咖啡店#rf附近，请把它封印""}}, [""响应完成任务""]={[""文字提示""]={17, ""任务完成""},[""封魔进度""]={17}}",与%s对话,与%s对话,
500023,封魔任务,11005,哈迪斯,冥王哈迪斯,冥王哈迪斯,,封魔,33,,"[""新接任务""]={[""打开对话节点""]={-500023, 11005, 1},[""任务跟踪提示""]={17, ""#space#lime#red神魔#rf（护盾，可通过打断或驱散增益技能破解）出现在圣地#deepskyblue大坑#rf附近，请把它封印""}}, [""响应完成任务""]={[""文字提示""]={17, ""任务完成""},[""封魔进度""]={17}}",与%s对话,与%s对话,
500024,封魔任务,11005,哈迪斯,冥王哈迪斯,冥王哈迪斯,,封魔,33,,"[""新接任务""]={[""打开对话节点""]={-500024, 11005, 1},[""任务跟踪提示""]={17, ""#space#lime#red犬魔#rf（物攻高）出现在圣地#deepskyblue小汽车#rf附近，请把它封印""}}, [""响应完成任务""]={[""文字提示""]={17, ""任务完成""},[""封魔进度""]={17}}",与%s对话,与%s对话,
500025,封魔任务,11005,哈迪斯,冥王哈迪斯,冥王哈迪斯,,封魔,33,,"[""新接任务""]={[""打开对话节点""]={-500025, 11005, 1},[""任务跟踪提示""]={17, ""#space#lime#red小丑魔#rf（法防高）出现在圣地#deepskyblue大坑#rf附近，请把它封印""}}, [""响应完成任务""]={[""文字提示""]={17, ""任务完成""},[""封魔进度""]={17}}",与%s对话,与%s对话,
500026,封魔任务,11005,哈迪斯,冥王哈迪斯,冥王哈迪斯,,封魔,33,,"[""新接任务""]={[""打开对话节点""]={-500026, 11005, 1},[""任务跟踪提示""]={17, ""#space#lime#red夜魔#rf（降低敌方输出，可驱散）出现在圣地#deepskyblue大坑#rf附近，请把它封印""}}, [""响应完成任务""]={[""文字提示""]={17, ""任务完成""},[""封魔进度""]={17}}",与%s对话,与%s对话,
500027,封魔任务,11005,哈迪斯,冥王哈迪斯,冥王哈迪斯,,封魔,33,,"[""新接任务""]={[""打开对话节点""]={-500027, 11005, 1},[""任务跟踪提示""]={17, ""#space#lime#red忍魔#rf（物防高）出现在圣地#deepskyblue火影楼#rf附近，请把它封印""}}, [""响应完成任务""]={[""文字提示""]={17, ""任务完成""},[""封魔进度""]={17}}",与%s对话,与%s对话,
500028,封魔任务,11005,哈迪斯,冥王哈迪斯,冥王哈迪斯,,封魔,33,,"[""新接任务""]={[""打开对话节点""]={-500028, 11005, 1},[""任务跟踪提示""]={17, ""#space#lime#red食人魔#rf（高闪避）出现在圣地#deepskyblue冰晶#rf附近，请把它封印""}}, [""响应完成任务""]={[""文字提示""]={17, ""任务完成""},[""封魔进度""]={17}}",与%s对话,与%s对话,
500029,封魔任务,11005,哈迪斯,冥王哈迪斯,冥王哈迪斯,,封魔,33,,"[""新接任务""]={[""打开对话节点""]={-500029, 11005, 1},[""任务跟踪提示""]={17, ""#space#lime#red巨魔#rf（复活期间受到5次攻击将无法复活）出现在圣地#deepskyblue有皮卡皮卡的水池#rf附近，请把它封印""}}, [""响应完成任务""]={[""文字提示""]={17, ""任务完成""},[""封魔进度""]={17}}",与%s对话,与%s对话,
