#序号,任务名称,npcId,对话npc,任务提示,背景描述,奖励描述,任务类型名称,任务类型（主线任务1）,能否放弃,接受和完成任务接听（1：接受新任务  2：完成任务）,任务跟踪完成信息XML,任务跟踪完成信息普通文本,寻路链接参数（根据不同协议，提供不同超链接给显示内容）
TaskId_kn,TaskName_s,NpcIds_s,NpcNames_s,TaskTips_s,TaskBackground_s,TaskPrize_s,TaskTypeName_s,TaskType_n,Cancel_n,Listen_t1,TraceXMLContent_s,TraceContent_s,FindLink_t
4049,女儿国13-5,10001,桤木西,女儿国13-5,女儿国13-5,,主线,1,,,女儿国13-5#lime（已完成),与%s对话,
4051,女儿国13-10,10001,桤木西,女儿国13-10,女儿国13-10,,主线,1,,,女儿国13-10#lime（已完成),与%s对话,
4053,女儿国14-5,10001,桤木西,女儿国14-5,女儿国14-5,,主线,1,,,女儿国14-5#lime（已完成),与%s对话,
4055,女儿国14-10,10001,桤木西,女儿国14-10,女儿国14-10,,主线,1,,,女儿国14-10#lime（已完成),与%s对话,
4057,前往琵琶洞,10001,桤木西,前往琵琶洞,前往琵琶洞,,主线,1,,,前往琵琶洞#lime（已完成),与%s对话,
4059,琵琶洞1-5,10001,桤木西,琵琶洞1-5,琵琶洞1-5,,主线,1,,,琵琶洞1-5#lime（已完成),与%s对话,
4061,琵琶洞1-10,10001,桤木西,琵琶洞1-10,琵琶洞1-10,,主线,1,,,琵琶洞1-10#lime（已完成),与%s对话,
4063,琵琶洞2-5,10001,桤木西,琵琶洞2-5,琵琶洞2-5,,主线,1,,,琵琶洞2-5#lime（已完成),与%s对话,
4065,琵琶洞2-10,10001,桤木西,琵琶洞2-10,琵琶洞2-10,,主线,1,,,琵琶洞2-10#lime（已完成),与%s对话,
4067,琵琶洞3-5,10001,桤木西,琵琶洞3-5,琵琶洞3-5,,主线,1,,,琵琶洞3-5#lime（已完成),与%s对话,
4069,琵琶洞3-10,10001,桤木西,琵琶洞3-10,琵琶洞3-10,,主线,1,,,琵琶洞3-10#lime（已完成),与%s对话,
4071,琵琶洞4-5,10001,桤木西,琵琶洞4-5,琵琶洞4-5,,主线,1,,,琵琶洞4-5#lime（已完成),与%s对话,
4073,琵琶洞4-10,10001,桤木西,琵琶洞4-10,琵琶洞4-10,,主线,1,,,琵琶洞4-10#lime（已完成),与%s对话,
4075,琵琶洞5-5,10001,桤木西,琵琶洞5-5,琵琶洞5-5,,主线,1,,,琵琶洞5-5#lime（已完成),与%s对话,
4077,琵琶洞5-10,10001,桤木西,琵琶洞5-10,琵琶洞5-10,,主线,1,,,琵琶洞5-10#lime（已完成),与%s对话,
4079,琵琶洞6-5,10001,桤木西,琵琶洞6-5,琵琶洞6-5,,主线,1,,,琵琶洞6-5#lime（已完成),与%s对话,
4081,琵琶洞6-10,10001,桤木西,琵琶洞6-10,琵琶洞6-10,,主线,1,,,琵琶洞6-10#lime（已完成),与%s对话,
4083,琵琶洞7-5,10001,桤木西,琵琶洞7-5,琵琶洞7-5,,主线,1,,,琵琶洞7-5#lime（已完成),与%s对话,
4085,琵琶洞7-10,10001,桤木西,琵琶洞7-10,琵琶洞7-10,,主线,1,,,琵琶洞7-10#lime（已完成),与%s对话,
4087,琵琶洞8-5,10001,桤木西,琵琶洞8-5,琵琶洞8-5,,主线,1,,,琵琶洞8-5#lime（已完成),与%s对话,
4089,琵琶洞8-10,10001,桤木西,琵琶洞8-10,琵琶洞8-10,,主线,1,,,琵琶洞8-10#lime（已完成),与%s对话,
4091,琵琶洞9-5,10001,桤木西,琵琶洞9-5,琵琶洞9-5,,主线,1,,,琵琶洞9-5#lime（已完成),与%s对话,
4093,琵琶洞9-10,10001,桤木西,琵琶洞9-10,琵琶洞9-10,,主线,1,,,琵琶洞9-10#lime（已完成),与%s对话,
4095,琵琶洞10-5,10001,桤木西,琵琶洞10-5,琵琶洞10-5,,主线,1,,,琵琶洞10-5#lime（已完成),与%s对话,
4097,琵琶洞10-10,10001,桤木西,琵琶洞10-10,琵琶洞10-10,,主线,1,,,琵琶洞10-10#lime（已完成),与%s对话,
4099,琵琶洞11-5,10001,桤木西,琵琶洞11-5,琵琶洞11-5,,主线,1,,,琵琶洞11-5#lime（已完成),与%s对话,
4101,琵琶洞11-10,10001,桤木西,琵琶洞11-10,琵琶洞11-10,,主线,1,,,琵琶洞11-10#lime（已完成),与%s对话,
4103,琵琶洞12-5,10001,桤木西,琵琶洞12-5,琵琶洞12-5,,主线,1,,,琵琶洞12-5#lime（已完成),与%s对话,
4105,琵琶洞12-10,10001,桤木西,琵琶洞12-10,琵琶洞12-10,,主线,1,,,琵琶洞12-10#lime（已完成),与%s对话,
4107,琵琶洞13-5,10001,桤木西,琵琶洞13-5,琵琶洞13-5,,主线,1,,,琵琶洞13-5#lime（已完成),与%s对话,
4109,琵琶洞13-10,10001,桤木西,琵琶洞13-10,琵琶洞13-10,,主线,1,,,琵琶洞13-10#lime（已完成),与%s对话,
4111,琵琶洞14-5,10001,桤木西,琵琶洞14-5,琵琶洞14-5,,主线,1,,,琵琶洞14-5#lime（已完成),与%s对话,
4113,琵琶洞14-10,10001,桤木西,琵琶洞14-10,琵琶洞14-10,,主线,1,,,琵琶洞14-10#lime（已完成),与%s对话,
4115,前往火焰山,10001,桤木西,前往火焰山,前往火焰山,,主线,1,,,前往火焰山#lime（已完成),与%s对话,
4117,火焰山1-5,10001,桤木西,火焰山1-5,火焰山1-5,,主线,1,,,火焰山1-5#lime（已完成),与%s对话,
4119,火焰山1-10,10001,桤木西,火焰山1-10,火焰山1-10,,主线,1,,,火焰山1-10#lime（已完成),与%s对话,
4121,火焰山2-5,10001,桤木西,火焰山2-5,火焰山2-5,,主线,1,,,火焰山2-5#lime（已完成),与%s对话,
4123,火焰山2-10,10001,桤木西,火焰山2-10,火焰山2-10,,主线,1,,,火焰山2-10#lime（已完成),与%s对话,
4125,火焰山3-5,10001,桤木西,火焰山3-5,火焰山3-5,,主线,1,,,火焰山3-5#lime（已完成),与%s对话,
4127,火焰山3-10,10001,桤木西,火焰山3-10,火焰山3-10,,主线,1,,,火焰山3-10#lime（已完成),与%s对话,
4129,火焰山4-5,10001,桤木西,火焰山4-5,火焰山4-5,,主线,1,,,火焰山4-5#lime（已完成),与%s对话,
4131,火焰山4-10,10001,桤木西,火焰山4-10,火焰山4-10,,主线,1,,,火焰山4-10#lime（已完成),与%s对话,
4133,火焰山5-5,10001,桤木西,火焰山5-5,火焰山5-5,,主线,1,,,火焰山5-5#lime（已完成),与%s对话,
4135,火焰山5-10,10001,桤木西,火焰山5-10,火焰山5-10,,主线,1,,,火焰山5-10#lime（已完成),与%s对话,
4137,火焰山6-5,10001,桤木西,火焰山6-5,火焰山6-5,,主线,1,,,火焰山6-5#lime（已完成),与%s对话,
4139,火焰山6-10,10001,桤木西,火焰山6-10,火焰山6-10,,主线,1,,,火焰山6-10#lime（已完成),与%s对话,
4141,火焰山7-5,10001,桤木西,火焰山7-5,火焰山7-5,,主线,1,,,火焰山7-5#lime（已完成),与%s对话,
4143,火焰山7-10,10001,桤木西,火焰山7-10,火焰山7-10,,主线,1,,,火焰山7-10#lime（已完成),与%s对话,
4145,火焰山8-5,10001,桤木西,火焰山8-5,火焰山8-5,,主线,1,,,火焰山8-5#lime（已完成),与%s对话,
4147,火焰山8-10,10001,桤木西,火焰山8-10,火焰山8-10,,主线,1,,,火焰山8-10#lime（已完成),与%s对话,
4149,火焰山9-5,10001,桤木西,火焰山9-5,火焰山9-5,,主线,1,,,火焰山9-5#lime（已完成),与%s对话,
4151,火焰山9-10,10001,桤木西,火焰山9-10,火焰山9-10,,主线,1,,,火焰山9-10#lime（已完成),与%s对话,
4153,火焰山10-5,10001,桤木西,火焰山10-5,火焰山10-5,,主线,1,,,火焰山10-5#lime（已完成),与%s对话,
4155,火焰山10-10,10001,桤木西,火焰山10-10,火焰山10-10,,主线,1,,,火焰山10-10#lime（已完成),与%s对话,
4157,火焰山11-5,10001,桤木西,火焰山11-5,火焰山11-5,,主线,1,,,火焰山11-5#lime（已完成),与%s对话,
4159,火焰山11-10,10001,桤木西,火焰山11-10,火焰山11-10,,主线,1,,,火焰山11-10#lime（已完成),与%s对话,
4161,火焰山12-5,10001,桤木西,火焰山12-5,火焰山12-5,,主线,1,,,火焰山12-5#lime（已完成),与%s对话,
4163,火焰山12-10,10001,桤木西,火焰山12-10,火焰山12-10,,主线,1,,,火焰山12-10#lime（已完成),与%s对话,
4165,火焰山13-5,10001,桤木西,火焰山13-5,火焰山13-5,,主线,1,,,火焰山13-5#lime（已完成),与%s对话,
4167,火焰山13-10,10001,桤木西,火焰山13-10,火焰山13-10,,主线,1,,,火焰山13-10#lime（已完成),与%s对话,
4169,火焰山14-5,10001,桤木西,火焰山14-5,火焰山14-5,,主线,1,,,火焰山14-5#lime（已完成),与%s对话,
4171,火焰山14-10,10001,桤木西,火焰山14-10,火焰山14-10,,主线,1,,,火焰山14-10#lime（已完成),与%s对话,
4173,火焰山15-5,10001,桤木西,火焰山15-5,火焰山15-5,,主线,1,,,火焰山15-5#lime（已完成),与%s对话,
4175,火焰山15-10,10001,桤木西,火焰山15-10,火焰山15-10,,主线,1,,,火焰山15-10#lime（已完成),与%s对话,
4177,前往小雷音寺,10001,桤木西,前往小雷音寺,前往小雷音寺,,主线,1,,,前往小雷音寺#lime（已完成),与%s对话,
4179,小雷音寺1-5,10001,桤木西,小雷音寺1-5,小雷音寺1-5,,主线,1,,,小雷音寺1-5#lime（已完成),与%s对话,
4181,小雷音寺1-10,10001,桤木西,小雷音寺1-10,小雷音寺1-10,,主线,1,,,小雷音寺1-10#lime（已完成),与%s对话,
4183,小雷音寺2-5,10001,桤木西,小雷音寺2-5,小雷音寺2-5,,主线,1,,,小雷音寺2-5#lime（已完成),与%s对话,
4185,小雷音寺2-10,10001,桤木西,小雷音寺2-10,小雷音寺2-10,,主线,1,,,小雷音寺2-10#lime（已完成),与%s对话,
4187,小雷音寺3-5,10001,桤木西,小雷音寺3-5,小雷音寺3-5,,主线,1,,,小雷音寺3-5#lime（已完成),与%s对话,
4189,小雷音寺3-10,10001,桤木西,小雷音寺3-10,小雷音寺3-10,,主线,1,,,小雷音寺3-10#lime（已完成),与%s对话,
4191,小雷音寺4-5,10001,桤木西,小雷音寺4-5,小雷音寺4-5,,主线,1,,,小雷音寺4-5#lime（已完成),与%s对话,
4193,小雷音寺4-10,10001,桤木西,小雷音寺4-10,小雷音寺4-10,,主线,1,,,小雷音寺4-10#lime（已完成),与%s对话,
4195,小雷音寺5-5,10001,桤木西,小雷音寺5-5,小雷音寺5-5,,主线,1,,,小雷音寺5-5#lime（已完成),与%s对话,
4197,小雷音寺5-10,10001,桤木西,小雷音寺5-10,小雷音寺5-10,,主线,1,,,小雷音寺5-10#lime（已完成),与%s对话,
4199,小雷音寺6-5,10001,桤木西,小雷音寺6-5,小雷音寺6-5,,主线,1,,,小雷音寺6-5#lime（已完成),与%s对话,
4201,小雷音寺6-10,10001,桤木西,小雷音寺6-10,小雷音寺6-10,,主线,1,,,小雷音寺6-10#lime（已完成),与%s对话,
4203,小雷音寺7-5,10001,桤木西,小雷音寺7-5,小雷音寺7-5,,主线,1,,,小雷音寺7-5#lime（已完成),与%s对话,
4205,小雷音寺7-10,10001,桤木西,小雷音寺7-10,小雷音寺7-10,,主线,1,,,小雷音寺7-10#lime（已完成),与%s对话,
4207,小雷音寺8-5,10001,桤木西,小雷音寺8-5,小雷音寺8-5,,主线,1,,,小雷音寺8-5#lime（已完成),与%s对话,
4209,小雷音寺8-10,10001,桤木西,小雷音寺8-10,小雷音寺8-10,,主线,1,,,小雷音寺8-10#lime（已完成),与%s对话,
4211,小雷音寺9-5,10001,桤木西,小雷音寺9-5,小雷音寺9-5,,主线,1,,,小雷音寺9-5#lime（已完成),与%s对话,
4213,小雷音寺9-10,10001,桤木西,小雷音寺9-10,小雷音寺9-10,,主线,1,,,小雷音寺9-10#lime（已完成),与%s对话,
4215,小雷音寺10-5,10001,桤木西,小雷音寺10-5,小雷音寺10-5,,主线,1,,,小雷音寺10-5#lime（已完成),与%s对话,
4217,小雷音寺10-10,10001,桤木西,小雷音寺10-10,小雷音寺10-10,,主线,1,,,小雷音寺10-10#lime（已完成),与%s对话,
4219,小雷音寺11-5,10001,桤木西,小雷音寺11-5,小雷音寺11-5,,主线,1,,,小雷音寺11-5#lime（已完成),与%s对话,
4221,小雷音寺11-10,10001,桤木西,小雷音寺11-10,小雷音寺11-10,,主线,1,,,小雷音寺11-10#lime（已完成),与%s对话,
4223,小雷音寺12-5,10001,桤木西,小雷音寺12-5,小雷音寺12-5,,主线,1,,,小雷音寺12-5#lime（已完成),与%s对话,
4225,小雷音寺12-10,10001,桤木西,小雷音寺12-10,小雷音寺12-10,,主线,1,,,小雷音寺12-10#lime（已完成),与%s对话,
4227,小雷音寺13-5,10001,桤木西,小雷音寺13-5,小雷音寺13-5,,主线,1,,,小雷音寺13-5#lime（已完成),与%s对话,
4229,小雷音寺13-10,10001,桤木西,小雷音寺13-10,小雷音寺13-10,,主线,1,,,小雷音寺13-10#lime（已完成),与%s对话,
4231,小雷音寺14-5,10001,桤木西,小雷音寺14-5,小雷音寺14-5,,主线,1,,,小雷音寺14-5#lime（已完成),与%s对话,
4233,小雷音寺14-10,10001,桤木西,小雷音寺14-10,小雷音寺14-10,,主线,1,,,小雷音寺14-10#lime（已完成),与%s对话,
4235,小雷音寺15-5,10001,桤木西,小雷音寺15-5,小雷音寺15-5,,主线,1,,,小雷音寺15-5#lime（已完成),与%s对话,
4237,小雷音寺15-10,10001,桤木西,小雷音寺15-10,小雷音寺15-10,,主线,1,,,小雷音寺15-10#lime（已完成),与%s对话,
4239,前往无底洞,10001,桤木西,前往无底洞,前往无底洞,,主线,1,,,前往无底洞#lime（已完成),与%s对话,
